117.35145130	39.06597496	187.863	0.35575	-1.24310
117.35145130	39.06597496	187.862	0.35762	-1.24127
117.35145130	39.06597496	187.863	0.36138	-1.24032
117.35145130	39.06597496	187.862	0.35835	-1.24091
117.35145130	39.06597496	187.862	0.35845	-1.23995
117.35145130	39.06597497	187.861	0.35798	-1.24009
117.35145130	39.06597497	187.861	0.35791	-1.24031
117.35145129	39.06597497	187.861	0.36041	-1.23903
117.35145129	39.06597497	187.863	0.36047	-1.23888
117.35145128	39.06597497	187.864	0.36009	-1.23949
117.35145127	39.06597497	187.866	0.35485	-1.23679
117.35145126	39.06597498	187.865	0.35925	-1.23551
117.35145126	39.06597498	187.864	0.35908	-1.23763
117.35145126	39.06597498	187.865	0.35715	-1.23577
117.35145126	39.06597498	187.866	0.35500	-1.23655
117.35145126	39.06597498	187.866	0.35643	-1.23576
117.35145125	39.06597498	187.865	0.35552	-1.23542
117.35145124	39.06597499	187.866	0.34970	-1.23896
117.35145125	39.06597499	187.868	0.33795	-1.23307
117.35145124	39.06597499	187.865	0.33701	-1.23375
117.35145124	39.06597499	187.868	0.33174	-1.23293
117.35145125	39.06597499	187.876	0.30437	-1.23755
117.35145126	39.06597499	187.867	0.28975	-1.22860
117.35145125	39.06597499	187.867	0.26048	-1.23501
117.35145127	39.06597499	187.867	0.29596	-1.24042
117.35145133	39.06597499	187.871	0.24369	-1.24162
117.35145136	39.06597499	187.867	0.27654	-1.23009
117.35145141	39.06597498	187.869	0.24032	-1.22915
117.35145143	39.06597498	187.868	0.26767	-1.22732
117.35145145	39.06597498	187.866	0.27305	-1.22660
117.35145147	39.06597498	187.869	0.25990	-1.22760
117.35145147	39.06597498	187.867	0.26983	-1.22415
117.35145145	39.06597497	187.868	0.25938	-1.22488
117.35145143	39.06597497	187.867	0.27215	-1.22588
117.35145142	39.06597497	187.869	0.25719	-1.22556
117.35145140	39.06597497	187.869	0.26429	-1.22553
117.35145136	39.06597497	187.869	0.29383	-1.22154
117.35145136	39.06597497	187.871	0.28105	-1.22194
117.35145136	39.06597497	187.871	0.28174	-1.22184
117.35145136	39.06597497	187.870	0.28193	-1.22211
117.35145136	39.06597497	187.871	0.28280	-1.22186
117.35145136	39.06597497	187.871	0.28323	-1.22280
117.35145135	39.06597497	187.871	0.28892	-1.22413
117.35145134	39.06597498	187.870	0.28710	-1.22441
117.35145134	39.06597498	187.869	0.28740	-1.22409
117.35145133	39.06597498	187.869	0.28721	-1.22406
117.35145133	39.06597498	187.869	0.28937	-1.22367
117.35145133	39.06597497	187.868	0.28592	-1.22386
117.35145132	39.06597497	187.871	0.29002	-1.22149
117.35145132	39.06597497	187.872	0.28846	-1.22107
117.35145131	39.06597497	187.871	0.28995	-1.22088
117.35145131	39.06597497	187.870	0.29131	-1.22061
117.35145131	39.06597497	187.870	0.29205	-1.22069
117.35145131	39.06597497	187.870	0.28998	-1.22093
117.35145130	39.06597497	187.871	0.28849	-1.22020
117.35145130	39.06597497	187.872	0.29021	-1.21892
117.35145129	39.06597497	187.873	0.28891	-1.21851
117.35145129	39.06597497	187.874	0.28922	-1.21866
117.35145129	39.06597497	187.873	0.28852	-1.21877
117.35145129	39.06597497	187.874	0.28624	-1.21912
117.35145129	39.06597497	187.875	0.28666	-1.21987
117.35145129	39.06597497	187.874	0.28889	-1.22039
117.35145129	39.06597497	187.874	0.28823	-1.22003
117.35145129	39.06597497	187.875	0.28759	-1.21933
117.35145129	39.06597498	187.873	0.29120	-1.22264
117.35145128	39.06597498	187.873	0.29022	-1.22260
117.35145128	39.06597498	187.873	0.29094	-1.22226
117.35145128	39.06597498	187.873	0.29229	-1.22157
117.35145128	39.06597498	187.874	0.29295	-1.22145
117.35145128	39.06597498	187.873	0.29376	-1.22133
117.35145128	39.06597499	187.873	0.29459	-1.22361
117.35145127	39.06597499	187.874	0.29560	-1.22329
117.35145127	39.06597499	187.873	0.29404	-1.22097
117.35145127	39.06597499	187.875	0.29517	-1.21932
117.35145127	39.06597499	187.875	0.29373	-1.21976
117.35145126	39.06597499	187.875	0.29323	-1.22111
117.35145126	39.06597499	187.875	0.29308	-1.22106
117.35145126	39.06597499	187.875	0.29449	-1.22173
117.35145126	39.06597499	187.876	0.29521	-1.22139
117.35145126	39.06597499	187.878	0.29295	-1.22428
117.35145126	39.06597499	187.878	0.29583	-1.22280
117.35145126	39.06597499	187.878	0.29300	-1.22175
117.35145127	39.06597499	187.880	0.29116	-1.22100
117.35145127	39.06597499	187.880	0.29024	-1.22152
117.35145127	39.06597499	187.881	0.28980	-1.22104
117.35145127	39.06597499	187.880	0.28995	-1.21866
117.35145127	39.06597499	187.881	0.28945	-1.21953
117.35145126	39.06597499	187.879	0.28919	-1.21966
117.35145126	39.06597499	187.879	0.28925	-1.21884
117.35145126	39.06597499	187.879	0.28773	-1.21932
117.35145126	39.06597499	187.879	0.28699	-1.21965
117.35145126	39.06597499	187.880	0.29035	-1.21870
117.35145127	39.06597499	187.880	0.28973	-1.21856
117.35145126	39.06597499	187.880	0.28947	-1.21831
117.35145126	39.06597499	187.879	0.29162	-1.21863
117.35145126	39.06597500	187.878	0.29038	-1.21856
117.35145126	39.06597500	187.879	0.29165	-1.21929
117.35145125	39.06597500	187.881	0.29449	-1.21436
117.35145125	39.06597499	187.881	0.29299	-1.21461
117.35145125	39.06597499	187.881	0.29363	-1.21470
117.35145126	39.06597499	187.882	0.29741	-1.21871
117.35145126	39.06597499	187.882	0.29785	-1.21795
117.35145126	39.06597499	187.882	0.29822	-1.21805
117.35145126	39.06597500	187.883	0.29746	-1.21663
117.35145126	39.06597500	187.882	0.29799	-1.21422
117.35145126	39.06597500	187.881	0.29711	-1.21339
117.35145126	39.06597499	187.881	0.29585	-1.21354
117.35145126	39.06597499	187.882	0.29467	-1.21994
117.35145126	39.06597499	187.882	0.29481	-1.22024
117.35145126	39.06597499	187.882	0.29449	-1.22023
117.35145126	39.06597499	187.882	0.29447	-1.22048
117.35145126	39.06597500	187.880	0.29310	-1.22002
117.35145127	39.06597501	187.882	0.29355	-1.21945
117.35145127	39.06597500	187.882	0.29355	-1.21886
117.35145127	39.06597500	187.882	0.29270	-1.21819
117.35145127	39.06597499	187.881	0.29350	-1.21368
117.35145126	39.06597499	187.882	0.29302	-1.21427
117.35145126	39.06597499	187.882	0.29535	-1.21265
117.35145126	39.06597499	187.882	0.29543	-1.21151
117.35145126	39.06597498	187.881	0.29477	-1.21266
117.35145127	39.06597498	187.882	0.29519	-1.21106
117.35145127	39.06597498	187.882	0.29580	-1.21115
117.35145127	39.06597498	187.882	0.29768	-1.20987
117.35145127	39.06597499	187.882	0.29785	-1.20878
117.35145127	39.06597499	187.882	0.30024	-1.21151
117.35145126	39.06597499	187.882	0.29793	-1.21130
117.35145126	39.06597499	187.883	0.29692	-1.21147
117.35145126	39.06597499	187.882	0.29601	-1.21203
117.35145126	39.06597499	187.883	0.29549	-1.21176
117.35145126	39.06597499	187.883	0.29508	-1.21191
117.35145126	39.06597499	187.883	0.29716	-1.21210
117.35145126	39.06597499	187.883	0.29847	-1.21264
117.35145126	39.06597499	187.883	0.29850	-1.21377
117.35145125	39.06597499	187.880	0.29935	-1.21245
117.35145124	39.06597499	187.881	0.29831	-1.21725
117.35145124	39.06597499	187.882	0.29830	-1.21748
117.35145124	39.06597499	187.881	0.29925	-1.21778
117.35145124	39.06597499	187.881	0.29889	-1.21764
117.35145124	39.06597499	187.880	0.29856	-1.21814
117.35145124	39.06597499	187.880	0.29869	-1.21790
117.35145124	39.06597499	187.879	0.29847	-1.21739
117.35145124	39.06597499	187.882	0.29945	-1.21275
117.35145124	39.06597499	187.881	0.29925	-1.21202
117.35145124	39.06597499	187.881	0.29898	-1.21190
117.35145124	39.06597499	187.881	0.29986	-1.21166
117.35145124	39.06597499	187.881	0.30021	-1.21216
117.35145124	39.06597499	187.880	0.30040	-1.21302
117.35145124	39.06597498	187.880	0.30141	-1.21334
117.35145124	39.06597498	187.882	0.29946	-1.21128
117.35145124	39.06597498	187.883	0.29968	-1.21009
117.35145124	39.06597498	187.882	0.29877	-1.20967
117.35145124	39.06597498	187.882	0.29985	-1.20954
117.35145124	39.06597498	187.883	0.29915	-1.20944
117.35145124	39.06597498	187.884	0.29761	-1.20887
117.35145124	39.06597498	187.884	0.29753	-1.20911
117.35145124	39.06597498	187.884	0.29738	-1.20852
117.35145124	39.06597498	187.886	0.29746	-1.20896
117.35145125	39.06597498	187.884	0.29296	-1.20640
117.35145125	39.06597498	187.884	0.29329	-1.20614
117.35145125	39.06597498	187.884	0.29281	-1.20615
117.35145124	39.06597498	187.884	0.29346	-1.20581
117.35145124	39.06597498	187.885	0.29264	-1.20578
117.35145124	39.06597498	187.884	0.29105	-1.20300
117.35145124	39.06597498	187.884	0.29116	-1.20219
117.35145124	39.06597498	187.884	0.29100	-1.20106
117.35145124	39.06597498	187.883	0.29056	-1.20192
117.35145124	39.06597498	187.885	0.28885	-1.20360
117.35145124	39.06597498	187.885	0.28984	-1.20430
117.35145124	39.06597498	187.885	0.28977	-1.20508
117.35145124	39.06597498	187.884	0.28987	-1.20448
117.35145124	39.06597498	187.884	0.28912	-1.20388
117.35145125	39.06597499	187.883	0.29038	-1.20173
117.35145125	39.06597499	187.884	0.29286	-1.20122
117.35145125	39.06597498	187.883	0.29311	-1.20067
117.35145125	39.06597498	187.883	0.29179	-1.20070
117.35145125	39.06597497	187.883	0.29161	-1.19977
117.35145125	39.06597497	187.883	0.29133	-1.20036
117.35145125	39.06597497	187.883	0.29133	-1.19999
117.35145125	39.06597497	187.883	0.29135	-1.19958
117.35145125	39.06597497	187.883	0.29138	-1.19950
117.35145125	39.06597497	187.884	0.29095	-1.19946
117.35145126	39.06597496	187.884	0.29525	-1.20210
117.35145126	39.06597496	187.884	0.29409	-1.20130
117.35145126	39.06597497	187.885	0.29241	-1.21214
117.35145125	39.06597497	187.884	0.29318	-1.21195
117.35145124	39.06597497	187.886	0.29269	-1.21205
117.35145125	39.06597497	187.885	0.29315	-1.21146
117.35145126	39.06597496	187.885	0.29530	-1.21222
117.35145126	39.06597496	187.884	0.29745	-1.20890
117.35145126	39.06597496	187.884	0.29758	-1.20893
117.35145126	39.06597496	187.884	0.29839	-1.20931
117.35145127	39.06597496	187.883	0.29867	-1.21053
117.35145127	39.06597496	187.883	0.29805	-1.21106
117.35145127	39.06597496	187.883	0.29810	-1.21137
117.35145127	39.06597496	187.886	0.30021	-1.21283
117.35145127	39.06597496	187.886	0.30103	-1.21068
117.35145127	39.06597497	187.886	0.30023	-1.21159
117.35145127	39.06597497	187.885	0.30120	-1.21212
117.35145128	39.06597497	187.886	0.30133	-1.21129
117.35145128	39.06597497	187.886	0.30203	-1.21208
117.35145128	39.06597497	187.887	0.30386	-1.21205
117.35145129	39.06597497	187.887	0.30355	-1.21118
117.35145129	39.06597496	187.888	0.30335	-1.21022
117.35145129	39.06597496	187.889	0.30416	-1.21057
117.35145129	39.06597497	187.888	0.30169	-1.21401
117.35145129	39.06597497	187.888	0.30294	-1.21282
117.35145129	39.06597497	187.887	0.30361	-1.21300
117.35145129	39.06597497	187.888	0.30283	-1.21209
117.35145129	39.06597498	187.888	0.30248	-1.21110
117.35145129	39.06597498	187.888	0.30276	-1.21049
117.35145129	39.06597498	187.890	0.30376	-1.21031
117.35145129	39.06597499	187.889	0.30317	-1.21056
117.35145129	39.06597499	187.889	0.30261	-1.21061
117.35145129	39.06597499	187.888	0.30256	-1.21020
117.35145129	39.06597499	187.889	0.30369	-1.21223
117.35145129	39.06597499	187.891	0.30223	-1.21245
117.35145129	39.06597499	187.891	0.30224	-1.21300
117.35145129	39.06597499	187.892	0.30249	-1.21356
117.35145129	39.06597499	187.892	0.30245	-1.21358
117.35145129	39.06597499	187.892	0.30251	-1.21250
117.35145129	39.06597499	187.893	0.30464	-1.21009
117.35145129	39.06597499	187.893	0.30430	-1.21116
117.35145128	39.06597499	187.893	0.29807	-1.20897
117.35145127	39.06597498	187.894	0.29658	-1.20920
117.35145127	39.06597498	187.895	0.29707	-1.20964
117.35145127	39.06597498	187.895	0.29127	-1.20531
117.35145127	39.06597498	187.895	0.29171	-1.20603
117.35145127	39.06597498	187.897	0.29089	-1.20749
117.35145126	39.06597498	187.895	0.29205	-1.20827
117.35145127	39.06597498	187.895	0.29253	-1.20702
117.35145127	39.06597498	187.895	0.29329	-1.20726
117.35145128	39.06597498	187.895	0.29474	-1.20970
117.35145128	39.06597498	187.895	0.29489	-1.21051
117.35145128	39.06597498	187.895	0.29541	-1.21113
117.35145128	39.06597499	187.895	0.29574	-1.20984
117.35145128	39.06597499	187.894	0.29637	-1.21012
117.35145128	39.06597499	187.894	0.29521	-1.20968
117.35145128	39.06597499	187.895	0.29578	-1.20947
117.35145128	39.06597499	187.896	0.29572	-1.21018
117.35145128	39.06597499	187.895	0.29924	-1.20916
117.35145128	39.06597499	187.896	0.29804	-1.20895
117.35145129	39.06597499	187.896	0.29738	-1.20978
117.35145129	39.06597499	187.897	0.29666	-1.21034
117.35145129	39.06597499	187.896	0.29803	-1.21025
117.35145129	39.06597499	187.895	0.29929	-1.21175
117.35145129	39.06597499	187.895	0.29950	-1.21193
117.35145129	39.06597499	187.897	0.30028	-1.21272
117.35145129	39.06597500	187.896	0.30027	-1.21266
117.35145129	39.06597500	187.898	0.29784	-1.21243
117.35145129	39.06597500	187.899	0.29616	-1.21216
117.35145129	39.06597500	187.899	0.29593	-1.21175
117.35145129	39.06597500	187.898	0.29627	-1.21196
117.35145129	39.06597499	187.898	0.29609	-1.21176
117.35145129	39.06597499	187.897	0.29613	-1.21146
117.35145129	39.06597499	187.898	0.29695	-1.21210
117.35145129	39.06597499	187.896	0.29689	-1.21093
117.35145129	39.06597499	187.896	0.29712	-1.21017
117.35145129	39.06597499	187.897	0.29791	-1.21044
117.35145129	39.06597499	187.896	0.29706	-1.20997
117.35145129	39.06597498	187.895	0.29738	-1.20962
117.35145129	39.06597498	187.896	0.29755	-1.20930
117.35145130	39.06597498	187.896	0.29718	-1.20872
117.35145130	39.06597498	187.895	0.29709	-1.20462
117.35145130	39.06597498	187.895	0.29676	-1.20506
117.35145130	39.06597498	187.895	0.29762	-1.20540
117.35145129	39.06597498	187.895	0.29719	-1.20566
117.35145129	39.06597498	187.895	0.29732	-1.20689
117.35145129	39.06597498	187.895	0.29727	-1.20674
117.35145129	39.06597499	187.895	0.29688	-1.20741
117.35145129	39.06597499	187.895	0.29643	-1.20815
117.35145129	39.06597499	187.894	0.30061	-1.21067
117.35145129	39.06597499	187.896	0.30126	-1.21102
117.35145129	39.06597499	187.896	0.30134	-1.21112
117.35145129	39.06597499	187.896	0.30209	-1.21005
117.35145129	39.06597499	187.896	0.30240	-1.20953
117.35145130	39.06597499	187.895	0.30178	-1.20962
117.35145130	39.06597499	187.895	0.29995	-1.20778
117.35145130	39.06597499	187.894	0.29606	-1.21530
117.35145130	39.06597499	187.895	0.29443	-1.21511
117.35145131	39.06597499	187.893	0.29525	-1.21382
117.35145131	39.06597499	187.894	0.29527	-1.21367
117.35145131	39.06597499	187.894	0.29531	-1.21343
117.35145131	39.06597500	187.893	0.29496	-1.21437
117.35145131	39.06597500	187.893	0.29531	-1.21803
117.35145131	39.06597500	187.892	0.29549	-1.21914
117.35145131	39.06597499	187.892	0.29585	-1.21917
117.35145131	39.06597499	187.892	0.29559	-1.22031
117.35145131	39.06597499	187.890	0.29498	-1.22013
117.35145132	39.06597499	187.890	0.29385	-1.22040
117.35145132	39.06597500	187.890	0.29419	-1.21932
117.35145132	39.06597500	187.890	0.29430	-1.21906
117.35145132	39.06597500	187.889	0.29381	-1.21928
117.35145132	39.06597500	187.890	0.29421	-1.22259
