  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel
118.80848177,31.89051653,8.39,-0.01,267.39,-1.38,0.00,0.00,0.00
118.80848177,31.89051653,8.39,-0.01,267.39,-1.38,0.00,0.00,-0.00
118.80848177,31.89051653,8.39,-0.01,267.39,-1.38,0.00,-0.00,0.00
118.80848177,31.89051653,8.39,-0.01,267.39,-1.38,0.00,0.00,0.00
118.80848177,31.89051653,8.39,-0.01,267.39,-1.38,0.00,0.00,0.00
118.80848178,31.89051653,8.39,-0.01,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.39,-0.01,267.39,-1.38,-0.00,-0.00,-0.00
118.80848178,31.89051653,8.39,-0.01,267.39,-1.38,-0.00,-0.00,-0.00
118.80848178,31.89051653,8.39,-0.01,267.39,-1.38,0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.01,267.39,-1.38,0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.01,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.01,267.39,-1.38,0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.01,267.39,-1.38,0.00,0.00,-0.00
118.80848179,31.89051653,8.38,-0.01,267.39,-1.38,-0.00,0.00,-0.00
118.80848179,31.89051653,8.38,-0.02,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.02,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.02,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.02,267.39,-1.38,-0.00,0.00,-0.00
118.80848178,31.89051653,8.38,-0.02,267.39,-1.36,-0.00,-0.01,-0.01
118.80848176,31.89051653,8.38,-0.02,267.39,-1.32,-0.00,-0.03,-0.01
118.80848174,31.89051653,8.38,-0.03,267.39,-1.32,-0.00,-0.04,0.01
118.80848171,31.89051653,8.38,-0.02,267.39,-1.29,-0.00,-0.08,-0.01
118.80848166,31.89051653,8.38,-0.02,267.39,-1.26,-0.00,-0.11,-0.01
118.80848159,31.89051652,8.38,-0.03,267.38,-1.22,-0.00,-0.15,-0.01
118.80848150,31.89051652,8.38,-0.02,267.38,-1.20,-0.01,-0.19,-0.00
118.80848138,31.89051652,8.38,-0.02,267.38,-1.17,-0.01,-0.24,-0.01
118.80848123,31.89051651,8.38,-0.02,267.38,-1.13,-0.01,-0.31,-0.01
118.80848105,31.89051651,8.38,-0.02,267.37,-1.09,-0.01,-0.37,-0.01
118.80848083,31.89051650,8.38,-0.01,267.37,-1.03,-0.01,-0.45,-0.01
118.80848057,31.89051650,8.38,0.00,267.36,-0.98,-0.02,-0.53,-0.01
118.80848027,31.89051649,8.38,0.01,267.35,-0.89,-0.02,-0.63,-0.02
118.80847991,31.89051648,8.38,0.02,267.34,-0.83,-0.02,-0.72,-0.02
118.80847950,31.89051647,8.38,0.03,267.33,-0.73,-0.03,-0.84,-0.03
118.80847902,31.89051646,8.38,0.04,267.31,-0.68,-0.04,-0.95,-0.03
118.80847849,31.89051644,8.38,0.05,267.30,-0.64,-0.04,-1.06,-0.02
118.80847790,31.89051642,8.37,0.06,267.30,-0.63,-0.05,-1.17,-0.01
118.80847725,31.89051640,8.37,0.08,267.29,-0.64,-0.05,-1.28,-0.01
118.80847654,31.89051638,8.37,0.12,267.27,-0.65,-0.05,-1.38,-0.01
118.80847578,31.89051636,8.37,0.15,267.26,-0.66,-0.05,-1.49,-0.01
118.80847496,31.89051634,8.37,0.17,267.24,-0.67,-0.05,-1.59,-0.01
118.80847409,31.89051632,8.37,0.19,267.23,-0.66,-0.06,-1.68,-0.01
118.80847317,31.89051629,8.37,0.19,267.21,-0.63,-0.07,-1.78,-0.02
118.80847220,31.89051626,8.37,0.19,267.19,-0.61,-0.08,-1.88,-0.02
