speed,steeringAngle
2.52,-4.30
2.48,-4.10
2.45,-4.00
2.42,-4.00
2.39,-3.90
2.35,-3.90
1.98,-3.90
1.95,-3.80
1.93,-3.90
1.89,-4.00
1.86,-4.20
1.84,-4.30
1.81,-4.40
1.41,-3.00
1.37,-3.00
1.35,-3.00
1.31,-2.90
1.28,-2.80
1.25,-2.80
1.22,-2.80
0.87,-2.80
0.83,-2.70
0.80,-2.70
0.76,-2.70
0.73,-2.60
0.70,-2.60
0.67,-2.60
0.28,-2.60
0.27,-2.60
0.26,-2.60
0.25,-2.60
0.25,-2.60
0.25,-2.60
0.25,-2.60
0.25,-2.60
0.20,-2.60
0.16,-2.60
0.10,-2.60
0.07,-2.60
0.00,-2.60
0.00,-2.60
0.00,-2.60
0.00,-2.60
0.00,-2.60
0.00,-2.60
0.00,-2.60
