speed,steeringAngle
0.00,14.30
0.00,14.30
0.00,14.30
0.00,14.30
0.00,14.30
0.00,14.30
0.00,14.20
0.00,14.20
0.00,14.10
0.00,14.00
0.00,14.00
0.00,11.70
0.00,11.40
0.00,11.10
0.00,10.90
0.00,10.70
0.00,10.50
0.13,10.50
0.17,10.10
0.21,10.10
0.24,10.00
0.25,10.00
0.28,9.80
0.32,9.60
0.86,4.70
0.92,4.40
0.97,4.20
1.02,3.90
1.07,3.60
1.13,3.40
1.18,3.20
1.76,2.70
1.81,2.60
1.85,2.60
1.89,2.60
1.93,2.60
1.97,2.60
2.43,2.60
2.47,1.80
2.50,1.70
2.54,1.50
2.57,1.20
2.62,1.00
2.66,0.70
3.11,-0.40
3.14,-0.40
3.18,-0.40
3.19,-0.40
3.25,-0.50
3.27,-0.60
3.30,-0.60
3.72,-0.60
3.76,-0.50
3.78,-0.50
3.82,-0.50
3.85,-0.50
3.87,-0.60
3.90,-0.70
4.31,-0.70
4.34,-0.80
4.38,-1.00
4.42,-1.10
4.44,-1.30
4.47,-1.40
4.89,-1.50
4.92,-1.70
4.97,-1.80
4.99,-1.90
5.02,-2.00
5.06,-2.00
5.43,-2.00
5.47,-1.90
5.50,-1.90
5.53,-1.70
5.58,-1.60
5.61,-1.40
5.65,-1.30
6.04,-3.70
6.08,-3.70
6.11,-3.60
6.14,-3.50
6.16,-3.40
6.20,-3.30
6.22,-3.30
6.58,-3.30
6.61,-5.10
6.63,-5.00
6.66,-4.80
6.68,-4.70
6.72,-4.70
6.74,-4.70
7.10,-4.70
7.14,-6.10
7.17,-5.90
7.19,-5.80
7.21,-5.70
7.24,-5.70
7.27,-5.70
7.59,-5.00
7.61,-5.00
7.64,-4.90
7.66,-4.90
7.69,-4.90
7.71,-4.90
7.75,-4.90
8.07,-3.90
8.09,-3.90
8.12,-3.90
8.13,-3.80
8.17,-3.80
8.19,-3.70
8.49,-3.70
8.52,-3.20
8.53,-3.00
8.55,-2.90
8.58,-2.70
8.59,-2.60
8.89,-2.30
8.91,-2.30
8.93,-2.20
8.96,-2.30
9.00,-2.30
9.03,-2.30
9.32,-2.30
9.34,-2.40
9.36,-2.40
9.38,-2.40
9.40,-2.50
9.43,-2.50
9.46,-2.50
9.79,-2.40
9.81,-2.60
9.83,-2.80
9.86,-2.90
9.87,-3.00
9.90,-2.90
9.93,-2.90
10.26,-2.70
10.28,-2.80
10.30,-2.80
10.32,-2.90
10.33,-2.90
10.36,-2.80
10.58,-2.80
10.59,-2.80
10.59,-2.70
10.61,-2.60
10.61,-2.50
10.61,-2.50
10.62,-2.50
10.66,-2.70
10.64,-2.70
10.63,-2.70
10.63,-2.60
10.63,-2.60
10.63,-2.60
10.63,-2.60
10.59,-2.60
10.59,0.70
10.56,1.00
10.56,1.10
10.56,1.30
10.56,1.50
10.57,1.70
10.54,1.70
10.53,4.90
10.51,5.30
10.51,5.80
10.50,6.40
10.51,7.10
10.51,7.90
10.49,17.00
10.49,17.50
10.49,18.00
10.49,18.30
10.49,18.60
10.49,18.90
10.49,19.20
10.56,26.50
10.55,27.30
10.55,27.90
10.56,28.50
10.57,29.10
10.58,29.70
10.65,29.70
10.64,32.50
10.65,32.50
10.66,32.60
10.68,32.60
10.69,32.60
10.70,32.40
10.75,24.70
10.76,23.80
10.76,23.00
10.78,22.30
10.79,21.80
10.79,21.30
10.79,20.70
10.79,20.70
10.79,16.10
10.81,16.20
10.82,16.40
10.82,16.70
10.83,16.90
10.84,17.10
10.83,17.10
10.84,15.00
10.84,14.70
10.85,14.30
10.86,13.90
10.86,13.40
10.87,2.00
10.89,0.50
10.89,-1.00
10.89,-2.40
10.90,-3.90
10.90,-5.20
10.89,-5.20
10.89,-18.30
10.91,-19.30
10.91,-20.60
10.92,-21.90
10.92,-23.40
10.92,-24.90
10.96,-46.40
10.96,-48.00
10.97,-49.50
10.97,-51.00
10.95,-52.50
10.96,-53.80
10.95,-54.90
11.00,-54.90
11.02,-56.50
11.02,-56.60
11.02,-56.60
11.01,-56.60
10.99,-56.50
10.99,-56.50
11.01,-56.50
11.02,-60.00
11.02,-60.40
11.02,-60.70
11.02,-61.00
11.02,-61.10
11.02,-61.20
11.02,-61.00
11.01,-61.10
11.01,-61.20
11.01,-61.20
11.00,-61.20
11.01,-61.10
11.02,-60.90
11.05,-58.20
11.04,-57.80
11.03,-57.30
11.02,-56.70
11.03,-56.00
11.03,-55.20
11.05,-55.20
11.04,-34.30
11.04,-31.40
11.04,-28.30
11.04,-25.10
11.06,-21.70
11.06,-18.50
11.06,16.20
11.06,17.90
11.07,19.40
11.07,20.70
11.08,21.70
11.08,22.50
11.08,23.00
11.10,23.00
11.11,25.20
11.11,26.20
11.11,27.40
11.11,28.70
11.12,30.10
11.11,31.70
11.11,31.70
11.11,49.20
11.12,49.70
11.12,49.80
11.12,49.70
11.13,49.40
11.16,42.40
11.16,41.70
11.16,41.00
11.17,40.30
11.16,39.50
11.16,38.60
11.20,38.60
11.21,27.40
11.20,26.50
11.19,25.50
11.18,24.60
11.18,23.60
11.18,22.70
11.22,7.90
11.22,6.80
11.22,5.60
11.21,4.40
11.21,3.40
11.21,2.40
11.22,1.60
11.26,1.60
11.26,0.40
11.26,0.20
11.27,0.10
11.27,0.20
11.28,0.30
11.28,0.50
11.25,0.50
11.25,0.70
11.25,0.60
11.26,0.40
11.26,0.10
11.26,0.00
11.20,-0.40
11.20,-0.30
11.21,-0.10
11.21,0.00
11.22,0.10
11.22,0.20
11.16,0.20
11.16,0.70
11.16,0.70
11.17,0.60
11.15,0.50
11.15,0.40
11.10,0.30
11.10,0.40
11.10,0.50
11.11,0.60
11.11,0.60
11.09,0.60
11.01,0.60
11.00,0.50
11.00,0.50
10.99,0.50
10.99,0.50
10.97,0.50
10.82,0.50
10.82,0.50
10.81,0.50
10.81,0.50
10.79,0.50
10.77,0.50
10.61,0.50
10.60,0.50
10.59,0.50
10.58,0.50
10.56,0.50
10.56,0.50
10.37,0.50
10.36,0.50
10.36,0.50
10.34,0.50
10.33,0.50
10.31,0.50
10.14,0.50
10.11,0.70
10.10,0.60
10.07,0.40
10.05,0.10
10.03,-0.20
10.01,-0.60
9.70,-2.70
9.68,-3.10
9.65,-3.50
9.62,-3.80
9.61,-4.00
9.58,-4.00
9.55,-4.10
9.20,-4.10
9.15,-4.00
9.10,-3.90
9.06,-3.80
9.01,-3.60
8.98,-3.60
8.93,-3.70
8.32,-3.70
8.26,-5.90
8.21,-5.80
8.16,-5.70
8.11,-5.70
8.04,-5.70
7.98,-5.80
7.23,-5.30
7.18,-5.50
7.13,-5.70
7.07,-6.00
7.02,-6.20
6.97,-6.40
6.92,-6.50
6.16,-6.50
6.10,-6.30
6.04,-6.20
5.99,-6.00
5.93,-5.70
5.86,-5.50
5.78,-5.30
5.01,-5.30
4.95,-5.60
4.90,-5.40
4.84,-5.30
4.78,-5.30
4.72,-5.30
4.05,-5.10
4.00,-5.00
3.96,-4.90
3.91,-4.90
3.85,-5.00
3.80,-5.20
3.25,-5.20
3.20,-3.60
3.16,-4.00
3.12,-4.40
3.07,-4.60
3.02,-4.80
