speed,steeringAngle
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.30
0.00,4.20
0.01,4.10
0.02,4.10
0.03,4.20
0.08,4.10
0.11,4.10
0.12,4.10
0.48,4.10
0.53,3.90
0.57,3.90
0.62,3.80
0.67,3.80
0.72,3.80
1.34,3.80
1.39,3.80
1.43,3.80
1.48,3.80
1.53,3.80
1.57,3.80
2.07,3.80
2.12,4.20
2.15,4.20
2.20,4.30
2.24,4.30
2.28,4.40
2.76,5.00
2.80,5.10
2.83,5.10
2.86,5.10
2.90,5.10
2.93,5.10
3.37,5.10
3.40,5.10
3.45,5.20
3.49,5.40
3.52,5.60
3.54,5.80
4.05,5.20
4.10,5.30
4.13,5.50
4.18,5.70
4.23,6.00
4.28,6.10
4.79,6.10
4.83,4.30
4.87,4.30
4.90,4.30
4.95,4.30
4.99,4.30
5.54,5.10
5.57,5.20
5.62,5.40
5.66,5.40
5.70,5.30
5.75,5.10
6.20,5.10
6.23,4.60
6.27,4.70
6.30,4.70
6.34,4.70
6.37,4.60
6.41,4.50
6.82,2.50
6.85,2.50
6.87,2.40
6.90,2.30
6.93,2.20
6.94,2.00
7.31,1.90
7.34,1.70
7.35,1.70
7.39,1.70
7.41,1.60
7.43,1.70
7.47,1.60
7.85,1.60
7.89,1.50
7.93,1.40
7.96,1.40
7.99,1.40
8.04,1.40
8.06,1.40
8.45,1.00
8.46,1.10
8.48,1.20
8.50,1.20
8.52,1.00
8.56,0.70
8.78,0.30
8.78,-2.10
8.80,-2.10
8.82,-2.20
8.84,-2.40
8.85,-2.70
8.86,-3.10
9.00,-3.10
9.02,-5.20
9.02,-5.20
9.05,-5.30
9.06,-5.20
9.07,-5.10
9.23,-4.90
9.24,-4.80
9.25,-4.80
9.27,-4.90
9.29,-5.00
9.30,-5.10
9.46,-5.10
9.47,-4.80
9.47,-4.80
9.47,-4.70
9.48,-4.50
9.49,-4.40
9.62,-4.60
9.62,-4.50
9.62,-4.40
9.63,-4.20
9.64,-4.10
9.64,-4.00
9.73,-4.00
9.74,-4.30
9.75,-4.40
9.76,-4.60
9.76,-4.80
9.77,-5.00
9.90,-3.90
9.91,-4.20
9.92,-4.30
9.94,-4.30
9.96,-4.10
9.98,-3.60
10.16,-3.60
10.18,-2.50
10.19,-2.40
10.21,-2.40
10.23,-2.40
10.25,-2.40
10.42,-2.30
10.42,-2.30
10.42,-2.30
10.43,-2.30
10.44,-2.50
10.45,-2.70
10.58,-2.70
10.58,-3.20
10.58,-3.10
10.60,-2.90
10.62,-2.70
10.63,-2.60
10.65,-2.50
10.80,-3.00
10.81,-3.20
10.82,-3.50
10.82,-3.70
10.84,-3.70
10.86,-3.60
10.88,-3.30
10.89,-2.90
10.88,-2.70
10.88,-2.50
10.88,-2.30
10.88,-2.20
10.88,-2.10
10.78,-2.10
10.77,4.60
10.76,5.50
10.76,6.50
10.75,7.50
10.76,8.50
10.75,9.50
10.67,20.70
10.68,21.30
10.69,21.90
10.69,22.50
10.69,23.00
10.69,23.60
10.65,24.20
10.67,35.50
10.69,36.30
10.69,36.90
10.69,37.50
10.69,37.90
10.69,38.30
10.71,38.30
10.73,35.50
10.74,35.10
10.74,34.70
10.76,34.20
10.75,33.70
10.76,30.30
10.78,29.70
10.80,29.20
10.81,28.60
10.81,27.90
10.81,27.30
10.85,27.30
10.86,17.40
10.86,16.40
10.86,15.20
10.87,14.00
10.86,12.80
10.93,-4.30
10.94,-5.10
10.95,-5.80
10.95,-6.40
10.95,-6.90
10.95,-7.40
11.00,-7.40
11.01,-18.20
11.02,-19.60
11.02,-21.10
11.02,-22.70
11.02,-24.40
11.05,-26.20
11.06,-48.70
11.06,-49.90
11.06,-51.10
11.07,-52.30
11.07,-53.50
11.10,-53.50
11.10,-59.80
11.10,-59.70
11.09,-59.70
11.09,-59.70
11.08,-59.80
11.11,-59.80
11.11,-61.20
11.11,-61.60
11.11,-62.10
11.11,-62.50
11.10,-62.90
11.10,-60.10
11.11,-59.30
11.11,-58.50
11.09,-57.80
11.09,-57.30
11.10,-56.80
11.11,-56.50
11.12,-54.60
11.12,-54.30
11.10,-53.90
11.09,-53.50
11.10,-53.10
11.10,-52.60
11.11,-52.10
11.09,-29.40
11.09,-26.00
11.09,-22.60
11.09,-19.00
11.09,-15.20
11.09,-11.70
11.12,14.50
11.10,14.50
11.10,14.20
11.11,13.80
11.11,13.40
11.12,12.90
11.12,12.70
11.13,22.90
11.13,24.40
11.14,26.00
11.15,27.60
11.15,29.20
11.15,30.70
11.15,32.20
11.13,42.70
11.13,43.00
11.13,43.20
11.13,43.40
11.13,43.40
11.13,43.40
11.15,42.90
11.15,42.70
11.15,42.50
11.15,42.30
11.15,42.00
11.14,41.70
11.14,41.40
11.15,31.20
11.15,29.50
11.15,27.60
11.14,25.70
11.15,23.60
11.14,21.50
11.15,19.50
11.15,-1.00
11.15,-1.40
11.15,-1.50
11.15,-1.20
11.16,-0.70
11.16,0.10
11.12,5.00
11.12,5.00
11.11,5.20
11.11,5.30
11.11,5.20
11.11,5.20
11.13,5.20
11.13,3.20
11.12,2.70
11.13,2.30
11.13,1.90
11.12,1.60
11.07,1.00
11.05,1.00
11.05,0.90
11.06,0.90
11.05,0.90
11.04,0.90
11.04,1.00
10.95,1.00
10.94,1.00
10.93,0.90
10.92,0.90
10.91,0.80
10.91,0.80
10.90,0.90
10.76,0.50
10.74,0.00
10.74,-0.40
10.72,-0.90
10.70,-1.30
10.69,-1.70
10.55,-1.70
10.53,-4.70
10.52,-4.50
10.51,-4.40
10.49,-4.40
10.49,-4.50
10.46,-4.70
10.21,-5.00
10.18,-4.90
10.16,-4.70
10.12,-4.40
10.09,-4.30
10.05,-4.20
10.01,-4.40
9.45,-6.70
9.40,-6.60
9.36,-6.40
9.32,-6.20
9.27,-6.10
9.22,-6.00
8.50,-6.00
8.45,-5.90
8.39,-5.90
8.32,-5.80
8.26,-5.80
8.20,-5.80
7.40,-5.80
7.34,-4.80
7.27,-4.90
7.20,-5.10
7.13,-5.30
7.07,-5.50
6.10,-4.80
6.03,-4.90
5.95,-4.90
5.87,-4.80
5.78,-4.60
4.79,-4.30
4.70,-3.90
4.62,-3.70
4.55,-3.60
4.47,-3.60
4.40,-3.60
3.48,-3.30
3.42,-3.30
3.36,-3.40
3.29,-3.60
3.22,-3.70
3.14,-3.90
3.08,-3.90
2.39,-3.20
2.34,-3.40
2.27,-3.60
2.21,-3.80
2.17,-3.90
2.11,-3.90
2.06,-3.90
1.43,-3.80
1.38,-3.70
1.35,-3.60
1.29,-3.50
1.25,-3.30
1.20,-3.30
0.57,-3.40
0.52,-3.40
0.47,-3.50
0.41,-3.60
0.36,-3.70
0.34,-3.70
0.32,-3.80
0.29,-3.50
0.29,-3.50
0.29,-3.50
0.29,-3.50
0.29,-3.50
0.29,-3.40
0.29,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
0.00,-3.40
