angleSpeedx_y_z;lineAccx_y_z
-0.01,-0.01,0.06,0.01,-0.14,9.80
0.00,0.02,0.08,0.01,-0.14,9.81
-0.00,0.00,0.08,0.01,-0.12,9.80
-0.01,-0.02,0.08,0.01,-0.12,9.80
-0.01,-0.03,0.09,0.01,-0.12,9.80
176.90,-84.55,-4.09,-30.29,51.47,4.06
0.01,0.00,0.05,0.01,-0.14,9.80
0.02,0.01,0.03,0.02,-0.14,9.80
0.02,0.00,0.05,0.01,-0.13,9.80
0.01,0.01,0.07,0.01,-0.14,9.80
0.00,0.02,0.06,0.01,-0.14,9.80
0.00,0.01,0.05,0.01,-0.14,9.81
-0.01,0.01,0.05,0.01,-0.14,9.80
-0.01,-0.01,0.05,0.01,-0.14,9.81
-0.01,-0.00,0.07,0.02,-0.14,9.81
-0.03,0.00,0.06,0.01,-0.14,9.81
-0.04,-0.00,0.06,0.01,-0.14,9.82
-0.03,-0.02,0.06,0.01,-0.14,9.81
-0.01,-0.03,0.05,0.02,-0.14,9.81
-0.00,-0.01,0.05,0.02,-0.14,9.81
-0.02,0.01,0.05,0.01,-0.14,9.81
-0.03,-0.02,0.06,0.01,-0.14,9.81
-0.02,-0.04,0.07,0.01,-0.14,9.80
-0.00,-0.02,0.07,0.01,-0.15,9.80
-0.01,0.01,0.07,0.01,-0.16,9.80
-0.00,0.01,0.08,0.01,-0.15,9.79
0.00,0.01,0.08,0.00,-0.15,9.79
57.34,-41.10,139.33,34.72,43.04,9.79
0.01,0.01,0.05,0.00,-0.14,9.80
-0.00,0.00,0.03,0.01,-0.14,9.81
-0.00,-0.01,0.07,-0.00,-0.14,9.81
0.00,-0.02,0.07,0.00,-0.15,9.81
-0.01,-0.02,0.06,0.01,-0.15,9.81
141.63,175.70,0.06,0.01,-0.15,9.80
-0.02,0.02,0.05,0.02,-0.13,9.80
-0.03,0.02,0.04,0.02,-0.13,9.80
-0.00,0.01,0.06,0.02,-0.13,9.80
-0.02,0.01,0.05,0.01,-0.13,9.81
-0.02,-0.02,0.06,0.01,-0.13,9.81
-0.03,-0.03,0.06,0.01,-0.13,9.81
-0.02,-0.02,0.07,0.01,-0.14,9.81
-0.03,-0.00,0.07,0.01,-0.14,9.81
-0.01,-0.01,0.05,0.01,-0.14,9.81
-0.01,-0.01,0.06,0.01,-0.14,9.81
-0.02,-0.01,0.08,0.00,-0.15,9.80
-0.01,0.00,0.05,0.01,-0.15,9.80
-0.00,0.02,0.06,0.01,-0.15,9.79
0.00,-0.00,0.07,0.01,-0.15,9.79
0.01,0.00,0.07,0.01,-0.15,9.79
0.01,0.01,0.06,-0.00,-0.15,9.79
0.00,0.02,0.05,0.01,-0.15,9.78
0.02,0.03,0.04,0.01,-0.15,9.78
0.00,-0.00,0.05,0.00,-0.15,9.79
0.01,-0.01,0.04,0.00,-0.15,9.80
0.02,-0.01,0.05,0.02,-0.14,9.80
0.02,-0.02,0.05,0.02,-0.14,9.80
-0.01,-0.02,0.07,0.01,-0.14,9.81
0.02,-0.01,0.05,0.01,-0.14,9.82
-0.00,-0.02,0.07,0.01,-0.14,9.81
0.00,-0.02,0.07,0.01,-0.14,9.81
0.01,-0.00,0.05,0.01,-0.14,9.81
0.00,0.04,0.09,0.01,-0.14,9.81
-0.00,0.05,0.09,0.01,-0.13,9.81
0.00,0.02,0.08,0.02,-0.13,9.81
0.01,-0.01,0.07,0.02,-0.13,9.81
-0.02,-0.00,0.06,0.02,-0.13,9.80
-0.03,0.02,0.06,0.02,-0.14,9.80
0.01,-0.00,0.05,0.00,-0.14,9.80
-0.02,-0.02,0.06,0.00,-0.14,9.79
-0.02,-0.00,0.05,0.01,-0.14,9.79
-0.01,0.03,0.06,0.01,-0.15,9.79
-0.02,0.01,0.05,0.01,-0.14,9.79
0.00,0.01,0.06,0.00,-0.13,9.80
0.02,0.00,0.07,0.01,-0.14,9.81
0.00,0.01,0.06,0.01,-0.14,9.80
-0.01,0.02,0.04,0.01,-0.14,9.80
-0.01,-0.02,0.07,0.01,-0.14,9.81
-0.02,-0.02,0.04,0.00,-0.14,9.81
-0.04,0.01,0.04,0.01,-0.14,9.81
-0.02,0.00,0.05,0.02,-0.15,9.81
-0.03,-0.01,0.07,0.02,-0.15,9.80
-0.03,-0.01,0.07,0.01,-0.15,9.80
-0.02,0.00,0.04,0.02,-0.15,9.80
-0.02,0.01,0.04,0.03,-0.14,9.80
-0.02,-0.00,0.07,0.02,-0.15,9.80
36.38,-164.99,0.06,44.76,-10.04,9.67
0.02,-0.01,0.06,0.02,-0.14,9.81
0.00,-35.53,16.54,20.12,-0.14,9.80
-0.02,0.01,0.06,0.00,-0.15,9.79
-0.02,0.02,0.06,0.01,-0.15,9.79
-0.03,0.00,0.03,0.01,-0.15,9.79
-0.04,0.02,0.03,0.01,-0.16,9.79
-0.03,0.00,0.04,0.01,-0.16,9.79
-0.01,-0.01,0.05,0.01,-0.16,9.80
0.01,-0.00,0.05,0.01,-0.15,9.80
0.00,-0.01,0.05,0.01,-0.15,9.80
0.01,0.03,0.08,0.01,-0.15,9.80
0.01,0.01,0.07,0.01,-0.15,9.80
0.00,0.00,0.06,0.01,-0.14,9.80
0.01,-0.01,0.06,0.01,-0.14,9.81
0.01,-0.00,0.07,0.01,-0.14,9.81
-0.01,-0.01,0.07,0.01,-0.14,9.81
0.01,-0.02,0.07,0.00,-0.14,9.81
0.00,-0.02,0.08,0.01,-0.14,9.81
0.00,-0.01,0.09,0.01,-0.14,9.81
0.00,-0.01,0.05,0.01,-0.15,9.81
0.00,-0.03,0.05,0.01,-0.14,9.80
0.01,-0.05,0.04,0.01,-0.13,9.80
-0.01,-0.05,0.05,0.02,-0.13,9.80
-0.03,-0.00,0.05,0.02,-0.14,9.80
-0.02,0.01,0.04,0.02,-0.14,9.79
0.00,0.02,0.04,0.02,-0.15,9.79
-0.02,0.04,0.05,0.02,-0.14,9.79
-0.04,0.02,0.06,0.01,-0.15,9.78
-0.01,0.02,0.06,0.02,-0.16,9.79
-0.01,0.03,0.06,0.02,-0.16,9.80
-0.00,0.02,0.07,0.01,-0.15,9.80
-0.01,0.00,0.08,0.01,-0.15,9.80
0.02,-0.01,0.05,0.02,-0.14,9.80
0.03,-0.02,0.04,0.01,-0.15,9.80
0.02,-0.01,0.05,0.01,-0.15,9.81
0.00,-0.02,0.06,0.02,-0.14,9.80
0.01,-0.02,0.05,0.01,-0.14,9.80
0.01,-0.01,0.05,0.02,-0.14,9.80
0.01,-0.01,0.06,0.02,-0.14,9.81
0.01,-0.02,0.06,0.01,-0.14,9.80
-0.00,0.02,0.07,0.02,-0.14,9.80
0.01,-0.01,0.06,0.02,-0.15,9.80
-0.00,-0.03,0.06,0.01,-0.14,9.80
-0.00,-0.00,0.05,0.01,-0.14,9.80
-0.01,0.04,0.05,0.01,-0.14,9.80
0.00,0.02,0.05,0.01,-0.14,9.81
-0.01,0.02,0.06,0.01,-0.13,9.80
-209.07,-0.52,-130.97,-1.51,-10.08,-54.21
-0.01,-0.03,0.06,0.02,-0.14,9.80
-0.02,-0.04,0.07,0.02,-0.14,9.81
-0.02,-0.05,0.06,0.01,-0.13,9.80
-0.02,-0.03,0.07,0.01,-0.14,9.80
-0.01,-0.02,0.07,0.01,-0.14,9.81
-0.01,-0.00,0.07,0.01,-0.14,9.80
-0.02,0.00,0.08,0.01,-0.14,9.80
-0.02,0.01,0.06,0.01,-0.14,9.80
-0.01,0.01,0.05,0.02,-0.14,9.81
0.01,-0.00,0.07,0.02,-0.14,9.80
-0.00,-0.00,0.07,0.02,-0.13,9.81
-0.02,0.01,0.05,0.02,-0.14,9.80
-0.02,-0.00,0.06,0.01,-0.14,9.80
-0.01,-0.01,0.05,0.02,-0.14,9.81
-0.00,-0.01,0.04,0.02,-0.14,9.80
-0.02,-0.01,0.05,0.01,-0.14,9.80
-0.02,-0.01,0.05,0.01,-0.15,9.80
-0.02,-0.02,0.06,0.01,-0.15,9.80
-0.02,-0.02,0.05,0.01,-0.15,9.80
-0.00,-0.03,0.08,0.01,-0.15,9.80
-0.00,-0.02,0.08,0.01,-0.15,9.80
-0.03,0.00,0.06,0.01,-0.15,9.80
-0.04,0.01,0.09,0.01,-0.15,9.80
0.01,0.00,0.05,0.01,-0.15,9.79
0.01,0.01,0.07,0.01,-0.15,9.80
-0.02,0.00,0.06,0.01,-0.15,9.80
0.02,0.01,0.03,0.01,-0.16,9.79
0.00,0.02,0.05,0.01,-0.15,9.79
-0.01,-0.00,0.05,0.01,-0.14,9.79
-0.01,0.01,0.05,0.01,-0.14,9.80
0.00,-0.02,0.06,0.01,-0.15,9.80
-0.00,-0.02,0.07,0.01,-0.15,9.80
0.01,-0.00,0.06,0.01,-0.14,9.80
0.01,-0.01,0.05,0.01,-0.14,9.80
0.01,-0.02,0.06,0.02,-0.14,9.81
0.02,0.01,0.08,0.02,-0.14,9.81
0.02,0.02,0.08,0.02,-0.14,9.81
-0.01,0.00,0.06,0.01,-0.14,9.81
-0.02,0.01,0.05,0.01,-0.14,9.81
-0.01,0.00,0.05,0.02,-0.14,9.80
-0.02,-0.02,0.06,0.01,-0.14,9.80
0.06,-182.63,40.97,9.67,-12.69,9.81
0.01,0.00,0.06,0.01,-0.15,9.80
0.01,0.00,0.04,0.01,-0.14,9.80
-0.00,-0.01,0.06,0.01,-0.15,9.80
-0.03,-0.01,0.06,0.01,-0.15,9.80
0.00,-0.02,0.06,0.01,-0.15,9.80
0.01,-0.03,0.06,0.01,-0.15,9.80
-0.00,-0.03,0.04,0.01,-0.15,9.79
-0.00,-0.01,0.04,0.01,-0.14,9.80
0.00,-0.02,0.05,0.02,-0.14,9.80
-0.01,-0.01,0.06,0.02,-0.14,9.80
-0.03,-0.01,0.08,0.01,-0.14,9.79
-0.01,0.00,0.07,0.02,-0.14,9.79
0.01,-0.00,0.07,0.01,-0.14,9.80
0.01,-0.01,0.07,0.01,-0.14,9.80
-0.01,-0.02,0.06,0.02,-0.14,9.80
0.00,-0.03,0.05,0.02,-0.14,9.80
0.02,0.00,0.07,0.01,-0.14,9.80
-0.00,-0.00,0.08,0.01,-0.14,9.80
-0.03,-0.01,0.06,0.01,-0.13,9.81
-0.04,0.02,0.07,0.02,-0.13,9.81
-0.04,-0.00,0.06,0.01,-0.14,9.81
-0.03,0.02,0.05,0.01,-0.14,9.81
-0.02,0.03,0.06,0.01,-0.13,9.81
-0.02,0.01,0.06,0.01,-0.13,9.81
-0.06,0.03,0.05,0.01,-0.15,9.80
2.60,-140.63,-204.21,52.82,-0.16,9.79
-0.02,0.01,0.08,-0.01,-0.16,9.78
-0.01,0.00,0.04,-0.00,-0.16,9.78
-0.02,-0.00,0.04,0.00,-0.16,9.78
-0.00,-0.01,0.06,0.00,-0.16,9.78
0.02,-0.05,0.04,0.01,-0.16,9.79
0.03,-0.07,0.05,0.01,-0.16,9.79
0.02,-0.05,0.05,0.01,-0.15,9.79
0.03,-0.03,0.04,0.01,-0.15,9.79
0.02,-0.06,0.05,0.01,-0.15,9.80
0.02,-0.00,0.07,0.02,-0.13,9.80
0.00,-0.00,0.04,0.00,-0.14,9.81
-0.00,-0.02,0.04,0.00,-0.14,9.81
-0.00,-0.01,0.03,0.01,-0.13,9.81
0.02,-0.03,0.04,0.02,-0.13,9.81
0.03,-0.03,0.04,0.02,-0.12,9.81
0.02,-0.00,0.05,0.02,-0.13,9.81
-0.01,-0.02,0.05,0.02,-0.13,9.81
0.00,-0.02,0.07,0.03,-0.13,9.80
-0.01,-0.03,0.08,0.03,-0.13,9.80
-0.02,-0.03,0.08,0.03,-0.14,9.80
-0.02,-0.02,0.09,0.02,-0.14,9.79
-0.02,-0.01,0.07,0.02,-0.15,9.79
-0.01,0.02,0.06,0.02,-0.15,9.79
-0.01,0.02,0.10,0.02,-0.15,9.79
-0.04,0.01,0.08,0.02,-0.15,9.79
-0.00,0.04,0.07,0.02,-0.16,9.79
-0.01,0.03,0.07,0.02,-0.17,9.79
-0.01,0.02,0.05,0.02,-0.16,9.79
-0.01,-0.01,0.05,0.02,-0.16,9.79
-0.02,0.02,0.08,0.01,-0.16,9.80
-0.00,0.02,0.06,0.01,-0.16,9.80
0.01,-0.00,0.06,0.01,-0.16,9.80
0.01,-0.00,0.07,0.01,-0.15,9.80
-0.00,-0.01,0.07,0.01,-0.15,9.81
-0.01,-0.00,0.07,0.01,-0.14,9.80
0.01,0.02,0.08,0.01,-0.14,9.80
0.02,0.02,0.07,0.00,-0.14,9.80
0.01,0.02,0.07,-0.01,-0.15,9.80
0.01,0.04,0.09,-0.01,-0.14,9.81
-0.00,0.04,0.09,-0.01,-0.14,9.81
0.01,0.01,0.08,-0.01,-0.14,9.81
0.01,-0.02,0.04,-0.01,-0.14,9.81
0.00,-0.03,0.05,-0.01,-0.14,9.81
0.00,-0.04,0.05,-0.01,-0.14,9.81
-0.01,-0.04,0.04,-0.01,-0.14,9.81
0.02,-0.07,0.02,0.00,-0.14,9.80
0.00,-0.05,0.03,0.00,-0.15,9.80
-0.01,-0.03,0.05,0.00,-0.15,9.80
-0.00,-0.03,0.05,0.01,-0.15,9.80
-4.09,123.29,101.70,4.06,-26.84,0.64
-0.02,0.03,0.06,0.02,-0.14,9.80
-0.02,0.02,0.05,0.01,-0.14,9.80
-0.02,0.02,0.05,0.01,-0.14,9.80
-0.02,0.03,0.04,0.00,-0.15,9.79
-0.02,0.04,0.05,0.00,-0.15,9.79
-0.03,0.04,0.06,0.01,-0.14,9.79
-0.00,0.01,0.05,0.01,-0.15,9.79
-0.01,-0.00,0.05,-0.00,-0.15,9.79
0.01,-0.01,0.05,0.00,-0.15,9.79
0.00,-0.00,0.07,0.01,-0.15,9.80
0.01,0.00,0.03,0.01,-0.15,9.80
0.01,-0.01,0.03,0.01,-0.15,9.81
0.00,-0.03,0.05,0.01,-0.15,9.80
-0.00,-0.02,0.05,0.01,-0.16,9.80
0.04,0.01,0.06,0.00,-0.14,9.81
0.02,0.00,0.07,0.01,-0.14,9.81
-0.03,0.01,0.06,0.02,-0.15,9.81
-0.01,0.02,0.08,0.01,-0.15,9.81
0.01,0.01,0.07,0.01,-0.15,9.81
-0.02,-0.00,0.06,0.00,-0.14,9.80
-0.00,-0.00,0.04,0.00,-0.14,9.80
-0.01,0.00,0.05,0.01,-0.14,9.80
40.97,-39.46,0.08,0.01,-0.14,9.80
-0.02,-0.01,0.06,0.01,-0.15,9.80
-0.01,0.01,0.05,0.01,-0.15,9.81
-0.01,0.00,0.03,0.01,-0.15,9.80
-0.02,0.01,0.06,0.01,-0.15,9.80
-0.01,0.01,0.04,0.01,-0.15,9.80
0.01,0.02,0.05,0.02,-0.14,9.79
39.97,44.95,133.26,54.94,-0.00,8.71
0.00,0.03,0.06,0.01,-0.14,9.80
0.01,0.03,0.07,0.01,-0.14,9.80
-0.02,0.03,0.07,0.01,-0.14,9.80
-0.01,-0.00,0.07,0.01,-0.14,9.80
-0.00,-0.00,0.07,0.01,-0.14,9.80
0.01,0.00,0.08,0.00,-0.15,9.80
-0.01,-0.01,0.06,0.00,-0.15,9.80
0.00,0.00,0.05,0.00,-0.14,9.80
-0.01,-0.00,0.05,0.00,-0.14,9.80
0.00,-0.01,0.04,0.00,-0.14,9.80
0.00,-0.03,0.06,0.00,-0.14,9.80
-0.02,-0.02,0.07,-0.00,-0.14,9.80
0.01,0.01,0.06,0.01,-0.14,9.80
0.00,-0.00,0.07,0.00,-0.15,9.81
0.01,-0.02,0.05,0.00,-0.14,9.80
-0.02,-0.01,0.06,0.01,-0.14,9.80
-0.01,-0.02,0.05,0.01,-0.15,9.80
-0.01,-0.03,0.06,0.01,-0.15,9.81
-0.00,-0.03,0.06,0.01,-0.15,9.81
0.01,-0.01,0.05,0.01,-0.15,9.80
0.00,0.00,0.06,0.02,-0.15,9.80
-0.00,-0.00,0.05,0.02,-0.14,9.80
0.00,-0.01,0.04,0.02,-0.14,9.80
0.00,-0.01,0.05,0.02,-0.14,9.80
0.01,0.01,0.05,0.02,-0.14,9.80
0.00,-0.00,0.06,0.02,-0.14,9.80
0.00,-0.01,0.07,0.02,-0.15,9.80
-0.01,0.00,0.05,0.02,-0.15,9.80
-0.02,-0.01,0.08,0.01,-0.14,9.80
0.00,-0.01,0.06,0.02,-0.13,9.81
-0.00,-0.01,0.05,0.02,-0.14,9.81
-0.02,-0.00,0.04,0.01,-0.15,9.80
0.02,0.01,0.06,0.01,-0.14,9.81
-0.00,-0.00,0.07,0.01,-0.14,9.81
-0.02,0.02,0.05,0.01,-0.15,9.80
-0.02,0.02,0.07,0.01,-0.14,9.80
0.00,-0.03,0.06,0.01,-0.14,9.80
-0.03,-0.03,0.06,0.01,-0.15,9.80
-0.03,-0.01,0.07,0.01,-0.15,9.80
-0.02,-0.00,0.05,0.00,-0.14,9.80
-0.03,0.00,0.06,0.01,-0.15,9.80
-0.03,0.01,0.05,0.02,-0.15,9.80
-0.01,0.01,0.06,0.01,-0.15,9.80
-0.01,-0.01,0.06,0.01,-0.15,9.80
-0.02,0.02,0.04,0.01,-0.15,9.80
-0.01,0.01,0.04,0.01,-0.14,9.80
-0.01,0.01,0.07,0.01,-0.14,9.80
0.01,-0.01,0.05,0.01,-0.14,9.80
-0.00,0.00,0.06,0.01,-0.14,9.80
-0.01,-0.00,0.06,0.02,-0.14,9.80
-0.01,0.02,0.07,0.02,-0.14,9.80
-0.01,0.01,0.04,0.01,-0.14,9.80
0.01,0.01,0.05,0.01,-0.15,9.80
133.26,-211.52,0.00,8.71,-4.06,20.12
0.01,-0.03,0.07,0.01,-0.15,9.80
-0.03,-0.01,0.07,0.01,-0.15,9.80
0.00,-35.53,16.54,20.12,-0.14,9.81
0.00,0.02,0.04,0.01,-0.15,9.80
0.01,0.01,0.03,0.01,-0.15,9.80
-0.02,0.01,0.05,0.01,-0.15,9.80
0.02,0.00,0.06,0.00,-0.15,9.80
-0.01,0.00,0.07,0.01,-0.14,9.80
-0.03,-0.00,0.06,0.01,-0.15,9.80
-0.02,-0.00,0.05,0.01,-0.15,9.80
-0.00,0.03,0.07,0.01,-0.15,9.80
0.00,0.03,0.08,0.01,-0.14,9.80
0.02,0.03,0.06,0.01,-0.14,9.80
-0.01,0.03,0.05,0.01,-0.14,9.80
-0.00,0.01,0.05,0.01,-0.15,9.80
0.02,-0.01,0.05,0.01,-0.14,9.80
0.01,0.00,0.06,0.01,-0.14,9.80
-0.00,-0.01,0.04,-0.00,-0.14,9.80
-0.00,-0.03,0.05,0.00,-0.14,9.80
-0.02,-0.03,0.07,0.00,-0.14,9.80
-0.03,0.00,0.06,0.00,-0.15,9.81
-0.03,0.01,0.06,0.01,-0.14,9.81
-0.02,0.00,0.06,0.00,-0.14,9.80
-0.03,-0.00,0.06,0.00,-0.15,9.80
-0.02,-0.01,0.05,0.00,-0.15,9.80
-0.01,-0.01,0.08,0.01,-0.15,9.80
-0.01,0.00,0.03,0.01,-0.14,9.80
-0.03,0.00,0.03,0.01,-0.15,9.80
-0.03,0.02,0.04,0.01,-0.15,9.80
-0.01,-0.00,0.05,0.01,-0.15,9.80
-0.03,-0.00,0.04,0.02,-0.15,9.80
-0.03,0.00,0.04,0.02,-0.15,9.80
-0.01,-0.01,0.05,0.02,-0.15,9.80
-0.02,-0.01,0.05,0.02,-0.15,9.80
-0.03,-0.01,0.05,0.00,-0.14,9.80
0.02,-0.01,0.05,0.01,-0.15,9.79
0.03,-0.02,0.04,-0.00,-0.15,9.79
0.03,-0.04,0.03,0.00,-0.15,9.80
0.01,-0.02,0.04,0.01,-0.15,9.80
-0.01,-0.00,0.05,0.01,-0.15,9.80
0.01,-0.03,0.06,0.01,-0.16,9.80
0.01,-0.02,0.05,0.00,-0.16,9.80
0.01,0.01,0.05,0.01,-0.15,9.81
-0.03,-0.01,0.06,0.01,-0.14,9.81
-0.02,-0.01,0.07,0.01,-0.15,9.81
0.00,0.01,0.07,0.01,-0.15,9.81
0.00,-0.00,0.06,0.00,-0.14,9.81
0.01,0.03,0.08,0.00,-0.14,9.81
0.01,0.01,0.07,0.01,-0.14,9.82
-0.00,-0.03,0.07,0.01,-0.14,9.81
