speed,steeringAngle
8.58,-59.50
8.57,-59.50
8.57,-59.50
8.56,-59.50
8.50,-59.50
8.50,-70.40
8.49,-71.70
8.49,-72.80
8.49,-73.70
8.49,-74.40
8.47,-75.00
8.41,-75.40
8.41,-75.60
8.41,-75.80
8.41,-76.00
8.40,-76.20
8.41,-76.10
8.41,-76.00
8.34,-74.80
8.34,-74.70
8.34,-74.60
8.33,-74.50
8.33,-74.50
8.32,-74.40
8.30,-74.40
8.30,-67.00
8.30,-66.20
8.30,-65.50
8.29,-64.80
8.28,-64.10
8.26,-63.40
8.26,-55.50
8.26,-54.60
8.24,-53.70
8.23,-52.60
8.23,-51.30
8.19,-22.10
8.19,-19.00
8.19,-15.80
8.19,-12.60
8.19,-9.60
8.16,-6.70
8.16,15.70
8.16,16.80
8.15,18.10
8.15,19.60
8.14,21.40
8.12,21.40
8.12,53.70
8.12,55.90
8.12,58.10
8.12,60.30
8.12,62.10
8.12,63.80
8.07,69.50
8.06,68.90
8.06,68.40
8.06,67.90
8.06,67.50
8.06,67.00
8.06,66.60
8.06,66.60
8.06,64.80
8.06,64.70
8.05,64.60
8.05,64.50
8.05,64.40
8.04,64.30
8.00,64.30
8.00,57.70
8.01,56.70
8.01,55.70
8.01,54.50
8.00,53.20
8.00,51.70
7.99,21.90
7.99,19.60
7.98,17.60
7.98,15.70
7.97,13.90
7.96,12.30
7.96,10.90
7.96,-3.10
7.96,-3.30
7.96,-3.30
7.96,-3.10
7.96,-2.80
7.95,-2.30
7.93,-2.30
7.93,-2.40
7.93,-2.40
7.93,-2.30
7.92,-2.20
7.92,-2.00
7.90,-1.80
7.91,-1.80
7.91,-1.90
7.92,-2.10
7.92,-2.40
7.90,-2.60
7.93,-2.60
7.93,-2.40
7.93,-2.60
7.94,-2.70
7.94,-2.80
7.95,-2.80
7.96,-2.70
7.96,-2.50
8.01,-2.50
8.02,-2.30
8.02,-2.20
8.03,-2.20
8.03,-2.20
8.05,-2.30
8.06,-2.40
8.11,-2.90
8.11,-2.60
8.11,-2.20
8.11,-1.80
8.10,-1.50
8.11,-1.20
8.16,-1.20
8.16,-1.20
8.18,-1.20
8.19,-1.20
8.19,-1.20
8.19,-1.20
8.20,-1.30
8.20,-1.20
8.20,-1.40
8.19,-1.50
8.19,-1.40
8.20,-1.20
8.20,-0.80
8.20,-0.50
8.19,-0.50
8.17,-0.20
8.17,0.10
8.18,0.30
8.17,0.30
8.17,0.20
8.14,-0.10
7.99,-0.10
7.98,-0.70
7.97,-0.80
7.96,-0.80
7.94,-0.60
7.93,-0.30
7.64,0.00
7.61,0.10
7.59,0.10
7.55,0.10
7.53,-0.10
7.49,-0.40
7.13,-0.50
7.08,-0.70
7.05,-0.70
7.01,-0.50
6.98,-0.30
6.95,0.00
6.46,0.50
6.41,0.30
6.37,0.00
6.34,-0.30
6.30,-0.50
6.26,-0.70
6.22,-0.60
5.62,-0.70
5.57,-0.40
5.53,-0.10
5.49,0.10
5.43,0.10
5.39,-0.10
4.81,-0.10
4.76,-0.30
4.72,-0.40
4.67,-0.50
4.62,-0.60
4.57,-0.50
4.52,-0.30
3.86,0.10
3.83,0.10
3.78,0.00
3.75,-0.20
3.71,-0.50
3.65,-0.80
3.62,-1.00
3.05,-1.10
3.00,-1.00
2.96,-0.70
2.93,-0.30
2.88,0.10
2.85,0.30
2.42,0.30
2.39,0.20
2.36,0.10
2.32,-0.20
2.28,-0.40
2.25,-0.60
2.21,-0.60
1.81,0.00
1.79,0.30
1.76,0.40
1.73,0.30
1.69,0.00
1.66,-0.30
1.62,-0.60
1.25,-0.60
1.22,-0.40
1.20,-0.40
1.16,-0.40
1.13,-0.40
1.09,-0.40
1.07,-0.40
0.71,-0.40
0.69,-0.40
0.65,-0.40
0.62,-0.40
0.60,-0.40
0.57,-0.40
0.24,-0.40
0.24,-0.40
0.24,-0.40
0.24,-0.30
0.24,-0.30
0.24,-0.30
0.10,-0.30
0.06,-0.30
0.04,-0.30
0.03,-0.30
0.01,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.30
0.00,-0.20
0.00,-0.30
0.00,-0.20
0.00,-0.20
0.00,-0.20
