speed,steeringAngle
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.00,2.10
0.01,2.10
0.01,1.90
0.01,1.80
0.01,1.80
0.01,1.70
0.02,1.70
0.41,-1.90
0.42,-2.20
0.45,-2.50
0.47,-2.80
0.49,-3.00
0.53,-3.30
1.05,-4.80
1.09,-4.90
1.14,-4.90
1.17,-4.90
1.21,-5.00
1.26,-5.00
1.29,-5.00
1.81,-5.00
1.86,-4.80
1.90,-4.70
1.94,-4.60
1.98,-4.60
2.00,-4.60
2.01,-4.80
2.22,-4.80
2.26,-7.70
2.29,-7.60
2.31,-7.40
2.35,-7.10
2.38,-6.80
2.42,-6.40
2.72,-6.40
2.73,-6.20
2.75,-5.90
2.79,-5.80
2.80,-5.60
2.82,-5.60
2.84,-5.60
3.12,-6.90
3.15,-7.00
3.17,-7.10
3.19,-7.30
3.21,-7.50
3.23,-7.60
3.48,-7.60
3.50,-8.10
3.53,-8.00
3.55,-8.00
3.58,-8.00
3.59,-8.00
3.62,-8.00
3.91,-8.10
3.94,-8.10
3.98,-8.20
3.99,-8.30
4.02,-8.30
4.05,-8.30
4.06,-8.30
4.36,-10.40
4.38,-10.70
4.41,-11.00
4.43,-11.30
4.44,-11.50
4.46,-11.70
4.75,-11.70
4.77,-11.40
4.81,-11.30
4.83,-11.20
4.84,-11.30
4.87,-11.30
5.19,-11.30
5.20,-10.60
5.23,-10.60
5.25,-10.60
5.27,-10.50
5.30,-10.40
5.57,-10.70
5.57,-10.60
5.59,-10.60
5.60,-10.50
5.62,-10.50
5.63,-10.50
5.82,-9.20
5.83,-8.90
5.85,-8.50
5.87,-8.10
5.88,-7.70
5.87,-7.40
5.87,-7.20
5.92,-3.20
5.92,-2.90
5.93,-2.60
5.93,-2.40
5.92,-2.20
5.91,-2.10
5.91,-2.10
5.90,1.60
5.89,2.10
5.89,2.60
5.89,3.10
5.89,3.30
5.88,3.50
5.88,3.50
5.86,1.80
5.85,1.70
5.85,1.80
5.85,1.80
5.84,1.90
5.84,2.00
5.84,2.10
5.81,3.10
5.81,3.40
5.81,3.80
5.81,4.40
5.82,5.10
5.82,5.90
5.78,5.90
5.80,25.00
5.80,27.10
5.81,29.30
5.81,31.40
5.81,33.50
5.81,35.50
5.82,52.10
5.82,52.60
5.82,53.10
5.83,53.70
5.84,54.10
5.85,54.50
5.86,54.80
5.97,55.10
5.98,55.00
5.99,55.00
6.00,55.00
6.02,55.00
6.02,55.00
6.11,55.00
6.13,51.60
6.14,51.30
6.15,50.90
6.14,50.50
6.15,50.10
6.16,49.80
6.28,43.50
6.28,42.90
6.30,42.30
6.31,41.70
6.32,41.10
6.32,40.40
6.33,39.80
6.39,30.80
6.39,29.90
6.40,28.80
6.40,27.80
6.41,26.80
6.41,25.90
6.39,25.90
6.39,16.30
6.39,15.60
6.38,14.90
6.37,14.20
6.37,13.50
6.36,12.80
6.35,2.70
6.35,2.10
6.34,1.60
6.34,1.10
6.34,0.70
6.34,0.30
6.33,0.10
6.28,-1.00
6.28,-1.30
6.28,-1.70
6.28,-2.20
6.28,-2.80
6.29,-3.30
6.23,-3.30
6.23,-7.50
6.23,-8.00
6.23,-8.50
6.22,-9.10
6.22,-9.80
6.20,-10.60
6.11,-29.80
6.11,-32.00
6.10,-34.50
6.09,-37.10
6.09,-39.90
6.08,-42.80
6.08,-45.80
5.97,-83.50
5.96,-86.10
5.95,-88.70
5.95,-91.20
5.95,-93.70
5.94,-96.10
5.82,-96.10
5.81,-108.90
5.80,-108.60
5.79,-108.30
5.78,-107.90
5.77,-107.60
5.77,-107.20
5.76,-107.80
5.76,-107.70
