speed,steeringAngle
5.76,-107.60
5.76,-107.50
5.76,-107.30
5.75,-107.20
5.75,-107.20
5.76,-106.70
5.76,-106.40
5.76,-106.20
5.76,-106.00
5.76,-105.80
5.76,-105.70
5.78,-105.70
5.79,-103.40
5.79,-103.10
5.79,-102.70
5.79,-102.40
5.78,-102.00
5.79,-101.70
5.82,-96.70
5.82,-96.20
5.82,-95.80
5.82,-95.30
5.82,-94.90
5.82,-94.40
5.83,-94.00
5.84,-84.10
5.84,-82.60
5.85,-80.80
5.86,-78.80
5.85,-76.60
5.86,-74.20
5.88,-74.20
5.87,-34.00
5.88,-30.90
5.89,-27.90
5.89,-25.10
5.89,-22.00
5.89,-18.90
5.90,-15.80
5.92,17.60
5.93,19.70
5.93,21.70
5.93,23.80
5.94,25.70
5.94,27.40
5.94,29.10
5.95,40.60
5.97,41.00
5.97,41.50
5.97,42.00
5.97,42.50
5.97,43.10
6.01,43.10
6.02,50.30
6.02,50.80
6.01,51.20
6.01,51.70
6.01,52.20
6.01,52.80
6.02,62.20
6.02,62.90
6.02,63.50
6.02,64.10
6.02,64.50
6.02,64.90
6.02,65.20
6.03,67.00
6.03,67.10
6.04,67.10
6.04,67.20
6.04,67.20
6.05,67.20
6.06,66.60
6.05,66.70
6.05,66.60
6.05,66.50
6.05,66.40
6.05,66.20
6.04,63.50
6.04,63.40
6.04,63.30
6.04,63.00
6.04,62.60
6.03,62.00
6.03,61.30
6.05,61.30
6.05,61.40
6.05,62.00
6.05,62.40
6.04,62.80
6.03,63.10
6.03,63.30
6.02,63.30
6.02,64.00
6.02,64.10
6.02,64.20
6.02,64.30
6.02,64.40
6.02,64.50
6.00,65.00
6.00,65.10
6.00,65.20
6.00,65.20
6.00,65.30
6.01,65.30
6.01,65.30
5.99,65.00
5.98,65.10
5.98,65.10
5.99,65.00
5.99,64.90
5.99,64.70
5.96,64.70
5.96,63.90
5.96,63.80
5.96,63.80
5.95,63.60
5.95,63.50
5.95,63.40
5.93,60.70
5.93,60.40
5.92,60.10
5.91,59.70
5.91,59.30
5.90,58.90
5.90,58.50
5.86,46.70
5.85,45.20
5.85,43.60
5.83,42.00
5.82,40.30
5.82,38.70
5.81,38.00
5.81,14.80
5.80,12.50
5.80,10.40
5.79,8.20
5.78,6.00
5.78,3.90
5.76,-11.20
5.76,-11.80
5.76,-12.30
5.75,-12.90
5.75,-13.60
5.75,-14.30
5.76,-15.20
5.73,-34.60
5.74,-36.70
5.74,-38.90
5.73,-41.00
5.74,-43.30
5.74,-45.70
5.71,-45.70
5.71,-79.20
5.71,-81.00
5.71,-82.60
5.71,-83.90
5.71,-84.90
5.71,-85.70
5.69,-88.00
5.69,-88.30
5.69,-88.60
5.69,-89.00
5.70,-89.40
5.69,-89.90
5.69,-90.40
5.69,-97.40
5.70,-97.50
5.70,-97.60
5.70,-97.70
5.69,-97.70
5.71,-97.70
5.71,-97.90
5.72,-97.90
5.72,-97.90
5.72,-97.90
5.73,-97.90
5.73,-97.90
5.72,-97.60
5.73,-97.60
5.74,-97.80
5.74,-98.00
5.75,-98.20
5.74,-98.40
5.74,-98.60
5.75,-98.60
5.75,-98.60
5.75,-98.60
5.75,-98.70
5.75,-98.70
5.75,-98.60
5.76,-98.60
5.76,-98.70
5.76,-98.50
5.76,-98.30
5.76,-98.00
5.76,-97.70
5.76,-97.50
5.76,-97.30
5.76,-94.70
5.76,-94.50
5.76,-94.30
5.76,-94.00
5.76,-93.70
5.76,-93.30
5.76,-92.80
5.76,-81.60
5.76,-79.90
5.76,-78.20
5.76,-76.40
5.76,-74.40
5.76,-72.30
5.76,-71.20
5.76,-33.50
5.76,-30.20
5.76,-26.90
5.76,-23.70
5.76,-20.50
5.77,-17.40
5.78,13.00
5.77,14.30
5.77,15.40
5.77,16.60
5.78,17.90
5.78,19.10
5.77,20.50
5.76,20.50
5.76,41.30
5.76,43.20
5.77,45.20
5.77,47.10
5.78,49.00
5.79,50.80
5.77,51.60
5.78,65.70
5.77,66.00
5.78,66.30
5.79,66.50
5.78,66.70
5.77,66.80
5.77,70.80
5.78,71.60
5.78,72.40
5.77,73.10
5.77,74.00
5.77,80.70
5.76,80.80
5.77,80.80
5.76,81.00
5.76,81.10
5.76,81.20
5.74,82.20
5.74,82.10
5.74,82.10
5.74,82.10
5.73,82.00
5.73,82.00
5.73,81.90
5.71,77.10
5.75,76.10
5.75,75.10
5.70,74.00
5.69,72.70
5.69,71.40
5.71,70.60
5.70,49.00
5.66,47.30
5.66,45.60
5.66,43.80
5.66,42.00
5.65,40.30
5.63,18.10
5.63,16.50
5.62,14.90
5.62,13.40
5.63,12.10
5.63,10.90
5.63,9.80
5.60,3.30
5.60,3.50
5.60,3.70
5.60,3.80
5.59,3.90
5.59,3.80
5.56,3.80
5.56,2.60
5.56,2.70
5.56,2.70
5.56,2.70
5.56,2.50
5.56,2.30
5.54,1.90
5.54,1.70
5.54,1.50
5.54,1.20
5.54,1.10
5.54,1.10
5.54,1.10
5.54,0.70
5.53,0.80
5.54,0.80
5.54,0.80
5.55,0.70
5.54,0.60
5.56,0.50
5.56,0.00
5.55,0.00
5.55,0.00
5.56,0.20
5.56,0.50
5.55,0.60
5.55,0.70
5.57,0.40
5.57,0.10
5.58,-0.20
5.58,-0.40
5.59,-0.50
5.59,-0.50
5.59,-0.30
5.61,0.30
5.61,0.40
5.61,0.30
5.61,0.20
5.61,-0.10
5.61,-0.30
5.62,-0.60
5.62,-0.30
5.62,0.00
5.62,0.30
5.62,0.40
5.64,0.40
5.64,-1.40
5.65,-1.70
5.64,-2.10
5.65,-2.40
5.65,-2.80
5.67,-3.00
5.66,-5.40
5.66,-5.30
5.66,-5.20
5.66,-5.30
5.66,-5.50
5.66,-5.70
5.68,-8.20
5.68,-8.10
5.68,-8.00
5.68,-7.90
5.68,-7.80
5.69,-7.80
5.69,-7.80
5.70,-8.40
5.70,-8.60
5.70,-8.70
5.70,-8.90
5.70,-9.10
5.70,-9.20
5.69,-9.20
5.68,-9.50
5.68,-9.50
5.68,-9.50
5.67,-9.50
5.67,-9.50
5.67,-9.50
5.60,-9.60
5.58,-9.60
5.57,-9.70
5.56,-9.80
5.56,-10.00
5.56,-10.20
5.55,-10.50
5.41,-10.50
5.39,-10.50
5.38,-10.20
5.38,-10.10
5.36,-9.90
5.36,-9.90
5.34,-9.90
5.16,-9.90
5.15,-9.90
5.13,-9.80
5.10,-9.70
5.09,-9.70
5.07,-9.70
4.79,-9.70
4.78,-9.60
4.75,-9.70
4.73,-9.70
4.72,-9.80
4.69,-9.90
4.37,-9.80
4.35,-9.80
4.32,-9.80
4.29,-9.80
4.26,-9.70
4.24,-9.70
3.86,-9.50
3.83,-9.30
3.79,-9.30
3.77,-9.20
3.74,-9.20
3.71,-9.20
3.67,-9.30
3.32,-9.30
3.28,-8.80
3.26,-8.80
3.23,-8.80
3.20,-8.70
3.18,-8.60
3.14,-8.50
2.80,-8.40
2.78,-7.60
2.74,-7.60
2.73,-7.50
2.70,-7.40
2.67,-7.30
2.35,-7.30
2.34,-6.80
2.31,-6.70
2.27,-6.70
2.26,-6.70
2.24,-6.70
1.94,-6.70
1.91,-6.60
1.89,-6.60
1.88,-6.60
1.86,-6.60
1.82,-6.50
1.49,-6.50
1.47,-6.50
1.44,-6.50
1.42,-6.50
1.39,-6.50
1.37,-6.50
1.02,-6.50
1.00,-6.50
0.97,-6.40
0.94,-6.40
0.92,-6.40
0.89,-6.40
0.56,-6.40
