  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel
118.80851055,31.89052254,8.38,0.13,265.19,-1.40,-0.00,0.00,-0.00
118.80851055,31.89052254,8.38,0.13,265.19,-1.40,-0.00,0.00,-0.00
118.80851055,31.89052254,8.38,0.12,265.19,-1.40,-0.00,0.00,-0.00
118.80851055,31.89052254,8.38,0.12,265.19,-1.40,0.00,0.00,-0.00
118.80851055,31.89052254,8.38,0.12,265.19,-1.40,0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.13,265.19,-1.40,0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,0.00,0.00,-0.00
118.80851056,31.89052254,8.38,0.12,265.19,-1.41,0.00,0.00,-0.00
118.80851056,31.89052253,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052253,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052253,8.38,0.12,265.19,-1.41,-0.00,0.00,0.00
118.80851056,31.89052253,8.38,0.12,265.19,-1.41,-0.00,0.00,-0.00
118.80851056,31.89052253,8.38,0.11,265.19,-1.39,-0.00,-0.00,-0.01
118.80851055,31.89052253,8.38,0.13,265.19,-1.38,-0.00,-0.02,-0.01
118.80851054,31.89052253,8.38,0.11,265.19,-1.38,-0.00,-0.03,0.01
118.80851051,31.89052252,8.38,0.12,265.19,-1.39,-0.00,-0.06,-0.01
118.80851048,31.89052252,8.38,0.12,265.19,-1.36,-0.01,-0.08,-0.00
118.80851042,31.89052252,8.38,0.12,265.19,-1.34,-0.01,-0.12,-0.00
118.80851035,31.89052251,8.38,0.11,265.18,-1.35,-0.01,-0.15,0.01
118.80851025,31.89052250,8.38,0.10,265.18,-1.33,-0.02,-0.20,-0.01
118.80851013,31.89052249,8.38,0.12,265.19,-1.31,-0.02,-0.25,-0.00
118.80850999,31.89052249,8.38,0.11,265.19,-1.27,-0.02,-0.31,-0.00
118.80850980,31.89052247,8.38,0.11,265.19,-1.26,-0.03,-0.38,-0.00
118.80850958,31.89052246,8.38,0.11,265.18,-1.23,-0.03,-0.45,0.00
118.80850932,31.89052245,8.38,0.13,265.18,-1.19,-0.04,-0.54,0.00
118.80850902,31.89052243,8.38,0.13,265.18,-1.16,-0.05,-0.61,0.01
118.80850867,31.89052241,8.38,0.14,265.19,-1.13,-0.05,-0.72,-0.01
118.80850826,31.89052238,8.38,0.16,265.19,-1.10,-0.06,-0.81,0.00
118.80850780,31.89052236,8.38,0.16,265.19,-1.05,-0.06,-0.93,-0.01
118.80850728,31.89052232,8.38,0.17,265.18,-1.06,-0.08,-1.03,0.01
118.80850671,31.89052229,8.38,0.17,265.19,-1.05,-0.09,-1.14,-0.01
118.80850608,31.89052224,8.38,0.19,265.21,-1.06,-0.10,-1.23,-0.00
