  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.00,-0.01,0.04;-0.06,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.50
118.81100172,31.89294835,9.84;0.73,264.18,-0.52;-0.00,-0.00,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.50
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.50
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.50
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.50
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,-0.10
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.00
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.10
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.20
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.30
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.40
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,0.60
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,1.60
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;-0.03,-0.07,0.05;-0.05,-0.02,9.81;0.00,1.60
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;0.03,-0.05,0.09;-0.03,0.15,9.85;0.00,1.60
118.81100183,31.89294834,9.85;0.73,264.20,-0.53;0.00,0.02,0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.00,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.00,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.00,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.00,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.00,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.01,1.50
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.01,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.02,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.02,1.60
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.02,1.50
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.03,1.50
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.32,1.50
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.32,1.40
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.29,-0.12,0.11;0.03,0.42,9.85;0.36,1.40
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.71,-0.18,0.13;-0.10,1.95,9.81;0.39,1.40
118.81100195,31.89294833,9.85;0.73,264.20,-0.49;-0.00,-0.05,-0.00;0.71,-0.18,0.13;-0.10,1.95,9.81;0.42,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;0.44,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;0.47,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;0.47,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.00,1.30
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.05,1.20
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.08,1.20
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.14,1.20
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.17,1.20
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.22,1.30
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.66,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.66,1.40
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.71,-0.18,0.13;-0.10,1.95,9.81;1.70,1.30
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.10,0.08,0.15;0.07,1.85,9.89;1.74,1.30
118.81099911,31.89294808,9.86;0.69,264.17,-0.18;-0.09,-0.93,0.02;0.34,0.39,0.18;0.07,1.61,10.11;1.76,1.30
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;1.81,1.20
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;1.84,1.10
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;1.84,1.10
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.24,1.60
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.27,1.50
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.27,1.40
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.33,1.30
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.33,1.20
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.36,1.10
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.67,0.80
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.67,0.80
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.34,0.39,0.18;0.07,1.61,10.11;2.71,0.80
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.20,-0.35,0.24;-0.10,1.22,9.96;2.72,0.80
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.55,0.14,0.21;-0.11,1.13,9.81;2.73,0.80
118.81098662,31.89294706,9.87;0.77,264.10,-0.10;-0.20,-2.16,0.03;0.55,0.14,0.21;-0.11,1.13,9.81;2.76,0.80
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;2.80,0.90
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;2.80,0.90
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.07,0.60
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.09,0.50
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.12,0.30
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.14,0.20
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.16,0.00
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.18,-0.20
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.44,-3.40
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.44,-3.50
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.55,0.14,0.21;-0.11,1.13,9.81;3.46,-3.50
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.23,0.02,-0.01;-0.07,1.02,9.69;3.49,-3.50
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.23,0.02,-0.01;-0.07,1.02,9.69;3.51,-3.40
118.81096766,31.89294546,9.89;0.71,264.00,-0.03;-0.29,-2.93,0.05;0.23,0.02,-0.01;-0.07,1.02,9.69;3.52,-3.40
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.54,-3.40
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.56,-3.40
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.85,-8.10
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.87,-8.60
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.89,-9.10
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.91,-9.50
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.93,-10.00
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.93,-10.20
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;3.96,-10.60
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;4.24,-10.90
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;4.25,-11.00
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;0.23,0.02,-0.01;-0.07,1.02,9.69;4.28,-11.00
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.31,-11.00
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.32,-11.00
118.81094147,31.89294323,9.92;0.68,264.02,-0.21;-0.37,-3.69,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.34,-11.10
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.37,-11.00
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.60,-11.10
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.60,-11.10
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.62,-11.20
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.65,-11.20
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.67,-11.20
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.69,-11.30
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.70,-11.20
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.70,-11.20
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.96,-5.80
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.09,0.26,-1.05;0.12,1.30,9.43;4.97,-5.10
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.50,-0.68,-0.30;-0.08,0.84,10.13;4.99,-4.50
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.50,-0.68,-0.30;-0.08,0.84,10.13;4.99,-4.00
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.01,-3.70
118.81090924,31.89294066,9.95;0.85,264.68,-0.25;-0.39,-4.44,0.06;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.02,-3.50
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.27,-12.10
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.27,-13.30
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.28,-14.50
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.30,-15.70
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.30,-16.30
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.31,-17.60
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.33,-19.00
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.33,-19.00
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.56,-31.80
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.50,-0.68,-0.30;-0.08,0.84,10.13;5.58,-32.20
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.60,-32.50
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.61,-32.70
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.62,-32.90
118.81087396,31.89293816,9.98;0.90,265.21,-0.06;-0.40,-5.05,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.64,-32.90
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.83,-28.70
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.83,-28.10
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.85,-27.50
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.87,-26.90
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.88,-26.50
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.89,-25.70
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.90,-24.80
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;5.91,-23.70
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;6.09,-1.10
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.15,-0.87,-4.53;0.13,0.43,9.98;6.10,0.80
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.07,0.49,1.20;-0.12,0.90,10.25;6.11,2.70
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.07,0.49,1.20;-0.12,0.90,10.25;6.12,4.30
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.07,0.49,1.20;-0.12,0.90,10.25;6.14,5.80
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.07,0.49,1.20;-0.12,0.90,10.25;6.14,6.40
118.81083134,31.89293586,10.05;0.87,267.73,0.06;-0.20,-5.64,0.05;-0.07,0.49,1.20;-0.12,0.90,10.25;6.15,7.60
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.31,12.70
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.32,12.80
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.33,13.00
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.34,13.40
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.35,13.70
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.36,14.20
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.38,14.80
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.52,26.50
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.52,27.50
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.07,0.49,1.20;-0.12,0.90,10.25;6.53,28.50
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.55,29.40
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.55,29.80
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.57,30.70
118.81078790,31.89293502,10.11;0.83,268.29,0.13;-0.16,-6.09,0.11;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.58,31.40
118.81073803,31.89293311,10.19;0.77,265.55,-0.02;-0.47,-6.47,0.14;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.59,32.10
118.81073803,31.89293311,10.19;0.77,265.55,-0.02;-0.47,-6.47,0.14;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.72,22.30
118.81073803,31.89293311,10.19;0.77,265.55,-0.02;-0.47,-6.47,0.14;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.72,20.60
118.81073803,31.89293311,10.19;0.77,265.55,-0.02;-0.47,-6.47,0.14;-0.86,-0.78,5.27;-0.65,0.61,10.42;6.73,18.80
