  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.77,-1.70
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.80,-2.20
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.82,-2.80
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.84,-3.30
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.86,-3.60
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.89,-4.20
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.94,-4.60
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;10.94,-10.50
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.28,-10.80
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.30,-11.20
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.33,-11.60
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.35,-12.00
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.38,-12.20
118.80716147,31.89042991,8.52;-0.06,82.31,-0.53;1.35,10.27,0.03;-0.83,-0.34,0.37;0.09,0.68,9.60;11.41,-12.60
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.43,-19.90
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.74,-20.00
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.74,-20.20
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.78,-20.40
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.80,-20.60
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.82,-20.70
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;11.84,-20.80
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;12.10,-20.80
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;12.10,-20.90
118.80724660,31.89043924,8.55;-0.76,83.69,-0.51;1.27,11.18,0.02;1.24,-0.55,-4.20;0.80,0.92,10.44;12.13,-21.00
