  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,0.70
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,1.20
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,1.70
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,2.30
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,14.90
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,15.40
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,16.50
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,17.30
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,18.40
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,19.50
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.14,20.60
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.16,20.60
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;-0.09,0.17,0.08;-0.03,-0.05,10.09;2.16,24.10
118.81113478,31.89295149,9.24;0.87,267.59,-0.53;-0.06,-2.07,0.03;0.33,-0.16,1.32;-0.05,0.11,9.69;2.16,23.80
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.16,23.50
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.16,23.40
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.17,23.20
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.18,23.00
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.18,22.70
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.23,20.50
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.23,20.10
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.25,19.70
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.25,19.30
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.27,18.80
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.27,18.30
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.27,17.70
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.45,7.60
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.06,-0.52,1.40;-0.01,0.26,9.87;2.47,6.90
118.81111935,31.89295097,9.28;0.74,266.94,-0.41;-0.10,-2.12,0.03;0.10,0.16,1.31;0.04,0.45,9.62;2.47,5.50
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.49,4.10
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.50,2.80
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.52,1.50
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.53,0.40
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.76,0.40
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.76,-0.80
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.78,-0.90
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.80,-0.90
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.80,-0.90
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.82,-0.80
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.84,-0.80
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;2.86,-0.80
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.61,-0.33,0.23;-0.17,0.59,9.50;3.11,1.30
118.81110133,31.89295014,9.34;0.69,266.25,-0.27;-0.15,-2.52,0.02;0.74,0.24,0.30;0.17,1.06,9.85;3.12,1.60
118.81108036,31.89294906,9.39;0.72,266.25,-0.24;-0.17,-3.14,0.06;0.74,0.24,0.30;0.17,1.06,9.85;3.14,1.90
118.81108036,31.89294906,9.39;0.72,266.25,-0.24;-0.17,-3.14,0.06;0.74,0.24,0.30;0.17,1.06,9.85;3.16,2.30
118.81108036,31.89294906,9.39;0.72,266.25,-0.24;-0.17,-3.14,0.06;0.74,0.24,0.30;0.17,1.06,9.85;3.19,2.70
