  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.00,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.01,8.20
118.80826302,31.89048359,8.43;0.48,266.47,-0.87;0.00,0.00,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.02,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.03,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.03,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.03,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.04,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.30,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.16,0.07,0.07;0.06,0.43,9.74;0.34,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.36,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.39,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.39,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.41,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.44,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.46,8.20
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;0.99,8.30
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;1.03,8.50
118.80826266,31.89048357,8.43;0.49,266.45,-0.73;-0.01,-0.23,0.00;0.28,0.07,0.25;0.03,1.69,9.81;1.07,8.50
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.11,8.40
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.15,8.40
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.15,8.30
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.18,8.20
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.68,7.30
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;0.28,0.07,0.25;0.03,1.69,9.81;1.72,7.40
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;1.75,7.40
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;1.79,7.60
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;1.82,7.70
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;1.86,7.70
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;1.88,7.70
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;2.23,7.70
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;2.25,10.00
118.80825702,31.89048328,8.44;0.44,266.34,-0.53;-0.08,-1.37,0.02;-0.63,-2.45,0.25;0.08,1.72,9.85;2.27,10.40
