  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.78,0.00
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.81,-0.10
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.84,-0.10
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.87,-0.10
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.90,-0.10
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;9.90,-0.80
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.19,-0.80
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.22,-0.80
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.25,-0.70
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.28,-0.70
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.31,-0.80
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.61,-0.90
118.80683999,31.89040590,8.34;0.09,85.87,-0.65;0.65,9.44,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.61,-11.30
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;0.84,-1.24,0.11;0.12,1.29,10.63;10.63,-12.80
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-0.17,0.02,0.18;0.13,1.22,9.41;10.66,-14.30
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;10.69,-14.90
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;10.72,-16.30
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;10.74,-17.70
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;10.76,-19.10
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;10.78,-20.50
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.08,-30.70
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.10,-30.70
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.13,-30.40
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.15,-29.90
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.17,-29.20
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.20,-28.80
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.21,-27.90
118.80691826,31.89041054,8.35;-0.24,86.06,-0.64;0.71,10.30,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.21,-1.40
118.80699745,31.89041304,8.36;-0.14,89.80,-0.93;-0.00,11.06,0.01;-3.38,-1.26,-3.97;0.87,1.09,9.67;11.48,-0.20
118.80699745,31.89041304,8.36;-0.14,89.80,-0.93;-0.00,11.06,0.01;-1.35,1.10,1.56;-0.03,1.31,11.10;11.50,2.10
118.80699745,31.89041304,8.36;-0.14,89.80,-0.93;-0.00,11.06,0.01;-1.35,1.10,1.56;-0.03,1.31,11.10;11.52,4.20
118.80699745,31.89041304,8.36;-0.14,89.80,-0.93;-0.00,11.06,0.01;-1.35,1.10,1.56;-0.03,1.31,11.10;11.54,6.10
118.80699745,31.89041304,8.36;-0.14,89.80,-0.93;-0.00,11.06,0.01;-1.35,1.10,1.56;-0.03,1.31,11.10;11.55,7.90
