  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-0.17,1.34,-7.81;2.12,-0.48,9.53;11.42,-14.30
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-2.39,2.04,-2.78;1.42,-1.13,9.86;11.41,-12.50
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.40,-10.70
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.37,-8.70
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.19,12.40
118.80736530,31.89042839,8.56;-0.65,265.20,-1.60;-0.99,-11.05,-0.03;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.18,12.90
118.80730193,31.89042519,8.55;-0.06,267.66,-1.95;-0.39,-10.74,0.00;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.17,13.00
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.15,13.10
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.15,12.90
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.13,12.50
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.11,12.00
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;11.11,11.40
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;10.94,0.70
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;10.92,-0.20
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.17,1.61,-0.60;0.40,-1.17,11.13;10.88,-1.00
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-0.94,-0.72,2.18;-0.85,-0.75,10.77;10.84,-1.70
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.05,-1.17,-0.76;0.12,-3.45,9.56;10.80,-2.30
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.05,-1.17,-0.76;0.12,-3.45,9.56;10.75,-2.50
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.05,-1.17,-0.76;0.12,-3.45,9.56;10.70,-2.90
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.05,-1.17,-0.76;0.12,-3.45,9.56;10.70,-0.50
118.80727933,31.89042447,8.54;0.36,267.13,-1.85;-0.47,-10.60,-0.10;-2.05,-1.17,-0.76;0.12,-3.45,9.56;10.02,-0.40
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.95,-0.20
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.90,-0.10
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.84,-0.10
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.78,-0.10
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.72,-0.10
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;9.72,-0.50
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;8.91,-0.50
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;8.84,-0.50
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-2.05,-1.17,-0.76;0.12,-3.45,9.56;8.78,-0.40
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;-0.37,0.62,0.34;0.04,-3.12,9.54;8.78,-0.40
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;0.95,-0.23,-0.11;0.12,-3.45,9.49;8.72,-0.30
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;0.95,-0.23,-0.11;0.12,-3.45,9.49;8.65,-0.30
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;0.95,-0.23,-0.11;0.12,-3.45,9.49;8.52,-0.30
118.80720449,31.89042097,8.51;0.09,266.85,-2.32;-0.49,-9.24,-0.03;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.73,0.00
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.66,-0.10
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.59,-0.20
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.52,-0.30
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.46,-0.40
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.39,-0.40
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.32,-0.40
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;7.32,-0.30
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;6.41,-0.30
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.95,-0.23,-0.11;0.12,-3.45,9.49;6.34,-0.20
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;6.27,-0.10
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;6.19,0.00
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;6.11,0.10
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;6.04,0.20
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;6.04,0.00
118.80714032,31.89041790,8.50;0.09,266.89,-2.45;-0.40,-6.89,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;5.07,0.20
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.99,0.40
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.91,0.70
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.91,0.80
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.84,0.90
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.76,1.10
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;4.68,1.10
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;3.75,1.30
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;0.14,0.40,0.01;0.34,-3.84,9.65;3.68,1.40
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.62,1.40
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.55,1.30
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.49,1.10
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.43,1.00
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.37,0.80
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;3.37,0.80
118.80709620,31.89041591,8.49;0.17,266.88,-2.45;-0.24,-4.22,-0.01;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.58,0.80
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.53,0.80
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.48,0.80
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.42,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.37,1.00
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.33,1.10
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;2.33,0.70
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;1.68,0.80
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;-1.12,-1.13,0.40;0.02,-3.55,10.22;1.63,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;1.58,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;1.58,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;1.55,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;1.49,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;1.46,0.90
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;0.93,1.50
118.80707332,31.89041494,8.49;0.14,266.76,-2.65;-0.13,-2.10,-0.00;0.96,-0.44,0.09;-0.04,-2.66,9.56;0.88,1.60
