  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.13,-3.90
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.13,-14.00
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.29,-14.50
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.31,-15.40
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.32,-16.30
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.33,-17.20
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.34,-18.10
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.35,-18.60
118.80805570,31.89046813,8.48;0.27,264.55,-0.72;-0.54,-5.82,0.02;0.75,0.20,-1.09;0.46,-0.09,9.44;6.36,-19.40
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;0.75,0.20,-1.09;0.46,-0.09,9.44;6.36,-21.50
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;0.75,0.20,-1.09;0.46,-0.09,9.44;6.51,-21.70
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;0.75,0.20,-1.09;0.46,-0.09,9.44;6.53,-22.20
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;0.75,0.20,-1.09;0.46,-0.09,9.44;6.54,-22.80
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;0.75,0.20,-1.09;0.46,-0.09,9.44;6.55,-23.50
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.27,0.48,-3.14;0.57,0.13,9.44;6.57,-24.20
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.58,-24.50
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.71,-29.70
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.73,-29.60
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.74,-29.20
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.75,-28.90
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.77,-28.20
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.78,-27.20
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.79,-26.10
118.80800772,31.89046468,8.51;0.02,265.88,-0.80;-0.44,-6.28,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.79,-24.70
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.94,5.60
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.95,8.10
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.96,10.30
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;-0.33,0.22,-4.07;0.64,-0.22,9.45;6.98,12.20
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;6.98,13.00
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;6.99,14.60
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.10,16.00
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.10,25.30
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.11,25.20
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.12,24.80
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.14,24.20
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.15,23.30
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.17,22.10
118.80795972,31.89046281,8.51;0.09,268.44,-1.00;-0.13,-6.67,0.03;0.40,1.44,3.30;-0.52,0.21,10.14;7.18,21.40
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;0.40,1.44,3.30;-0.52,0.21,10.14;7.30,21.40
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;0.40,1.44,3.30;-0.52,0.21,10.14;7.32,-6.80
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;0.40,1.44,3.30;-0.52,0.21,10.14;7.33,-8.00
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;0.40,1.44,3.30;-0.52,0.21,10.14;7.33,-8.80
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.33,-9.40
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.34,-9.70
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.34,6.10
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.34,6.10
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.47,7.10
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.48,9.00
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.49,10.60
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.49,12.00
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.50,13.20
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.60,13.70
118.80790540,31.89046104,8.51;0.12,266.54,-0.95;-0.43,-7.03,0.02;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.60,4.50
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.62,2.60
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.63,-1.30
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;-0.37,-1.22,-1.43;-0.00,0.08,9.54;7.65,-5.50
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;-2.09,0.15,2.92;0.02,-0.43,9.12;7.65,-9.80
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.65,-14.10
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.66,-50.50
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.66,-50.50
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.77,-49.80
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.77,-47.80
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.78,-45.00
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.80,-41.40
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.80,-37.10
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.80,-34.60
118.80785229,31.89045855,8.52;0.23,266.15,-1.02;-0.46,-7.33,0.01;0.10,-3.45,-6.41;0.74,0.21,10.39;7.87,30.60
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.10,-3.45,-6.41;0.74,0.21,10.39;7.87,33.90
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.10,-3.45,-6.41;0.74,0.21,10.39;7.87,36.90
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.10,-3.45,-6.41;0.74,0.21,10.39;7.88,38.40
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.10,-3.45,-6.41;0.74,0.21,10.39;7.89,41.00
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;-0.22,3.19,4.63;-0.40,0.31,9.49;7.90,43.40
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;7.91,45.70
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;7.91,47.80
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.03,37.60
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.03,34.00
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.04,30.10
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.04,26.10
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.05,23.90
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.06,19.80
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.06,15.60
118.80779310,31.89045642,8.53;0.53,268.73,-1.08;-0.07,-7.60,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.06,-31.10
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.15,-32.20
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.15,-34.20
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.74,-0.33,10.05;-1.15,-0.02,9.51;8.18,-36.00
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.18,-37.50
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.19,-38.70
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.27,-39.30
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.27,-24.50
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.28,-20.40
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.28,-16.10
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.29,-14.00
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.29,-9.20
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.30,-4.60
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.30,0.10
118.80773606,31.89045351,8.54;-0.03,265.30,-1.03;-0.69,-7.80,0.02;0.44,0.27,-7.80;1.43,0.47,10.26;8.30,0.10
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.44,0.27,-7.80;1.43,0.47,10.26;8.35,40.80
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.44,0.27,-7.80;1.43,0.47,10.26;8.37,41.80
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.44,0.27,-7.80;1.43,0.47,10.26;8.38,42.40
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;-2.25,-0.09,8.41;-1.39,0.15,9.73;8.39,42.60
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.39,42.20
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.45,41.80
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.45,10.10
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.45,7.70
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.47,5.60
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.47,4.50
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.47,2.70
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.46,1.20
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.47,0.00
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.47,0.00
118.80767310,31.89045108,8.56;0.71,267.03,-0.78;-0.31,-8.06,0.04;0.12,-1.61,6.89;-1.55,0.69,9.49;8.50,3.30
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;0.12,-1.61,6.89;-1.55,0.69,9.49;8.50,3.50
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;0.12,-1.61,6.89;-1.55,0.69,9.49;8.51,3.60
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-0.07,1.09,0.99;0.38,-0.90,10.21;8.50,3.60
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.50,3.50
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.45,3.40
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.45,-2.60
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.44,-2.80
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.43,-3.00
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.42,-3.10
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.42,-3.20
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.41,-3.30
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.41,-3.30
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.41,-3.30
118.80761309,31.89044704,8.58;0.10,264.91,-1.16;-0.69,-8.12,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.30,-3.90
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.28,-4.20
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.27,-4.40
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-2.46,-0.73,0.07;0.05,-0.83,10.15;8.26,-4.70
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-1.69,-1.38,-0.74;0.64,-0.86,9.58;8.25,-4.80
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-0.66,1.15,-1.02;-0.12,-1.80,9.79;8.24,-5.10
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-0.66,1.15,-1.02;-0.12,-1.80,9.79;7.89,-5.30
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-0.66,1.15,-1.02;-0.12,-1.80,9.79;7.89,-5.60
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-0.66,1.15,-1.02;-0.12,-1.80,9.79;7.86,-5.60
118.80754947,31.89044232,8.59;0.13,265.09,-1.38;-0.67,-7.87,-0.00;-0.66,1.15,-1.02;-0.12,-1.80,9.79;7.83,-5.50
