  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.19,-28.10
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.20,-27.70
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.22,-27.40
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.24,-27.20
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.26,-27.00
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.28,-26.70
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.31,-26.40
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.31,-23.40
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.64,-23.20
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.65,-23.00
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.68,-22.80
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;-0.14,0.72,-2.06;0.54,1.09,10.47;3.71,-22.60
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;0.70,-1.41,-2.09;0.43,1.13,10.05;3.73,-22.40
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;1.11,1.44,-1.55;0.39,1.40,9.25;3.75,-22.10
118.80824281,31.89047380,8.42;-0.62,267.09,-0.60;-0.12,-3.19,0.05;1.11,1.44,-1.55;0.39,1.40,9.25;4.06,-16.70
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.08,-16.50
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.08,-16.00
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.11,-15.50
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.13,-15.00
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.15,-14.40
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.18,-13.70
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.46,-13.70
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.46,-0.70
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.48,0.60
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.51,2.00
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.53,2.60
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;1.11,1.44,-1.55;0.39,1.40,9.25;4.56,3.90
118.80821638,31.89047292,8.42;-0.52,268.47,-0.50;-0.08,-3.98,-0.02;-0.15,-0.44,1.17;0.27,1.30,9.92;4.58,5.00
