  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.62,12.70
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.64,11.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.66,10.30
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.81,-8.50
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.83,-9.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.85,-10.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.87,-11.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.77,-0.26,6.68;-1.40,0.10,9.58;11.87,-11.90
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;11.88,-12.80
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;11.88,-13.50
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;11.90,-14.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;12.07,-20.20
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;12.09,-20.10
118.80769993,31.89045167,8.53;0.51,264.78,-0.81;-0.97,-11.18,0.04;0.67,-0.30,-4.14;1.01,0.30,8.88;12.11,-19.90
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.13,-19.50
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.12,-19.30
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.12,-18.70
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.13,-18.00
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.15,-4.20
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.29,-3.30
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.30,-1.00
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.31,1.30
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.67,-0.30,-4.14;1.01,0.30,8.88;12.34,3.70
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.68,1.01,3.96;-0.16,0.98,10.40;12.34,6.10
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.68,1.01,3.96;-0.16,0.98,10.40;12.36,7.20
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.68,1.01,3.96;-0.16,0.98,10.40;12.48,22.50
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.68,1.01,3.96;-0.16,0.98,10.40;12.50,22.60
118.80760931,31.89044534,8.55;-0.37,266.92,-0.88;-0.67,-11.68,-0.02;0.68,1.01,3.96;-0.16,0.98,10.40;12.52,22.70
118.80752145,31.89044218,8.55;0.62,266.07,-0.99;-0.69,-12.06,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.52,22.50
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.52,22.00
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.53,21.30
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.53,20.20
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.54,19.00
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.71,-7.20
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.72,-8.90
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.72,-10.40
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;0.68,1.01,3.96;-0.16,0.98,10.40;12.73,-11.80
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.74,-13.00
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.74,-14.00
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.76,-14.70
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.80,-5.80
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.93,-4.90
118.80751507,31.89044185,8.55;0.70,265.80,-1.02;-0.75,-12.09,0.01;3.08,-1.47,-4.36;1.29,1.02,10.30;12.94,-2.90
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;12.95,-0.60
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;12.98,1.70
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;12.99,4.10
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;12.99,5.10
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;13.12,7.40
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;13.12,6.70
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;13.12,5.50
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;3.08,-1.47,-4.36;1.29,1.02,10.30;13.12,4.40
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.12,3.30
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.12,2.40
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.12,1.60
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.12,1.60
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.08,0.80
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.07,0.70
118.80742421,31.89043650,8.54;0.15,266.83,-1.23;-0.62,-12.49,-0.04;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.08,0.60
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.07,0.50
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.07,0.40
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.06,0.40
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;13.06,2.10
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;12.93,2.20
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;12.93,2.20
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;1.23,-0.33,-0.19;-0.03,-0.86,9.76;12.92,2.20
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.96,0.87,0.53;-0.36,-1.71,8.96;12.92,2.00
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.90,1.80
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.87,1.50
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.86,1.10
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.46,-0.60
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.41,-0.60
118.80732474,31.89043123,8.52;0.26,266.05,-1.35;-0.82,-12.45,-0.05;0.03,2.31,0.30;-0.82,-1.48,11.24;12.37,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;12.34,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;12.29,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;12.25,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;12.19,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;11.55,-0.40
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;11.49,-0.40
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;11.44,-0.50
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;0.03,2.31,0.30;-0.82,-1.48,11.24;11.39,-0.50
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;11.32,-0.60
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;11.25,-0.80
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;11.18,-0.90
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.36,-0.80
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.31,-0.80
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.24,-0.80
118.80723514,31.89042614,8.49;0.24,266.02,-2.14;-0.77,-11.48,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.18,-0.80
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.18,-0.80
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.11,-0.80
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;10.04,-0.80
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;9.97,-0.80
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;8.96,-0.70
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;8.88,-0.60
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-1.32,-1.14,-0.28;0.16,-3.28,9.32;8.80,-0.50
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;8.73,-0.40
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;8.65,-0.40
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;8.59,-0.40
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;8.51,-0.50
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;8.51,-0.30
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.43,-0.30
118.80715292,31.89042142,8.48;0.10,266.13,-2.48;-0.60,-9.11,-0.03;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.34,-0.40
118.80709528,31.89041823,8.47;0.19,266.22,-2.57;-0.42,-6.39,-0.02;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.25,-0.50
118.80709528,31.89041823,8.47;0.19,266.22,-2.57;-0.42,-6.39,-0.02;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.16,-0.60
118.80709528,31.89041823,8.47;0.19,266.22,-2.57;-0.42,-6.39,-0.02;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.08,-0.70
118.80709528,31.89041823,8.47;0.19,266.22,-2.57;-0.42,-6.39,-0.02;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;7.00,-0.70
118.80709528,31.89041823,8.47;0.19,266.22,-2.57;-0.42,-6.39,-0.02;-0.69,-1.23,-0.20;-0.22,-4.08,9.66;5.95,-0.50
