  longitude ,  latitude ,high;roll,yaw,pitch;n_vel,e_vel,u_vel;angleSpeedx_y_z;lineAccx_y_z;speed,steeringAngle
118.80708299,31.89042118,8.45;-0.05,84.98,-0.76;0.36,4.08,0.02;0.26,1.43,1.46;0.27,1.43,10.08;4.64,12.50
118.80708299,31.89042118,8.45;-0.05,84.98,-0.76;0.36,4.08,0.02;0.26,1.43,1.46;0.27,1.43,10.08;4.67,12.20
118.80708299,31.89042118,8.45;-0.05,84.98,-0.76;0.36,4.08,0.02;0.26,1.43,1.46;0.27,1.43,10.08;4.69,12.00
118.80708299,31.89042118,8.45;-0.05,84.98,-0.76;0.36,4.08,0.02;0.26,1.43,1.46;0.27,1.43,10.08;4.71,11.80
118.80708299,31.89042118,8.45;-0.05,84.98,-0.76;0.36,4.08,0.02;0.26,1.43,1.46;0.27,1.43,10.08;5.00,11.00
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.26,1.43,1.46;0.27,1.43,10.08;5.02,11.10
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.26,1.43,1.46;0.27,1.43,10.08;5.05,11.10
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.26,1.43,1.46;0.27,1.43,10.08;5.07,11.00
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.10,11.00
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.10,11.00
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.12,10.90
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.14,10.30
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.42,10.30
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.44,10.30
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.47,10.40
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.49,10.50
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.50,10.50
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.52,10.60
118.80711616,31.89042386,8.46;-0.04,84.02,-0.75;0.50,4.86,0.01;0.01,0.34,1.19;0.21,0.78,8.88;5.52,10.10
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;0.01,0.34,1.19;0.21,0.78,8.88;5.52,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;0.01,0.34,1.19;0.21,0.78,8.88;5.79,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;0.01,0.34,1.19;0.21,0.78,8.88;5.82,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;0.66,-0.84,1.22;-0.10,1.15,9.91;5.83,10.10
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;5.85,10.10
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;5.86,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;5.88,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.14,10.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.15,9.00
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.16,8.90
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.18,8.90
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.20,8.90
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.22,8.90
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.22,5.80
118.80715785,31.89042787,8.46;-0.02,83.09,-0.62;0.67,5.61,0.03;-0.13,0.09,1.43;0.22,1.13,9.90;6.22,5.60
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.13,0.09,1.43;0.22,1.13,9.90;6.47,4.90
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.13,0.09,1.43;0.22,1.13,9.90;6.48,4.20
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;0.06,-1.46,1.23;-0.07,1.09,9.77;6.51,3.80
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.53,3.10
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.55,2.30
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.57,1.60
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.79,-13.70
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.81,-15.70
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.84,-17.80
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.86,-20.00
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.88,-22.40
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.88,-24.80
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.89,-27.60
118.80720183,31.89043268,8.47;-0.26,82.26,-0.69;0.86,6.23,0.00;-0.06,-1.12,-0.07;0.17,0.96,10.01;6.90,-58.40
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;-0.06,-1.12,-0.07;0.17,0.96,10.01;7.09,-59.30
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;-0.06,-1.12,-0.07;0.17,0.96,10.01;7.11,-60.80
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;-0.06,-1.12,-0.07;0.17,0.96,10.01;7.12,-62.10
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.13,-63.30
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.14,-64.20
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.15,-65.10
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.29,-65.60
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.29,-65.40
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.30,-64.70
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.32,-64.00
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.33,-63.70
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.34,-62.90
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.34,-61.90
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.35,-60.70
118.80725372,31.89043836,8.50;-0.90,84.71,-0.70;0.69,6.83,0.03;1.88,-0.74,-11.07;1.94,0.44,10.38;7.51,-26.90
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;1.88,-0.74,-11.07;1.94,0.44,10.38;7.52,-23.90
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;1.88,-0.74,-11.07;1.94,0.44,10.38;7.53,-20.60
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;-0.32,0.76,-3.40;0.40,0.61,10.09;7.54,-17.40
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.55,-14.00
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.55,-10.60
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.56,-8.70
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.56,29.00
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.70,29.90
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.70,31.60
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.73,33.20
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.73,34.80
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.74,36.40
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.76,37.90
118.80730579,31.89043984,8.53;-0.75,91.79,-0.81;-0.24,7.22,-0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.76,46.50
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.76,46.60
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;0.34,1.70,-1.11;0.44,0.24,9.47;7.88,46.50
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;0.28,0.71,6.89;-0.58,0.36,9.93;7.90,46.20
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;7.91,45.90
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;7.92,45.20
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;7.92,44.20
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;7.93,42.90
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.04,0.40
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.05,-3.60
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.06,-7.40
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.06,-11.10
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.08,-14.70
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.08,-18.00
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.09,-21.20
118.80736470,31.89043847,8.54;0.15,88.76,-0.79;0.11,7.61,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.10,-50.40
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-2.00,-1.27,8.32;-1.45,0.38,10.16;8.20,-51.20
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-0.06,-1.75,-6.32;0.79,0.29,9.43;8.21,-52.70
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.22,-53.90
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.22,-54.90
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.22,-55.70
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.23,-56.10
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.23,-12.80
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.23,-10.10
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.35,-4.50
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.36,1.00
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.37,3.90
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.39,9.20
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.39,14.40
118.80742195,31.89044081,8.56;-0.74,88.35,-0.89;0.29,7.87,0.02;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.40,16.90
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.45,16.90
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;-1.09,-1.01,-10.75;1.75,-0.04,9.01;8.45,58.00
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;-1.12,3.36,7.94;-0.55,0.28,9.93;8.45,58.60
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.45,58.90
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.45,58.80
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.46,58.20
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.46,21.80
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.46,19.70
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.52,15.80
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.52,12.10
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.52,10.20
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.53,6.60
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.53,3.10
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.53,-0.20
118.80748543,31.89044027,8.57;0.64,89.72,-1.01;-0.05,8.14,0.05;0.69,-0.85,11.69;-1.60,0.16,9.65;8.51,-20.00
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.69,-0.85,11.69;-1.60,0.16,9.65;8.50,-19.80
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.49,-19.30
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.49,-18.60
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.49,-17.70
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.49,-16.60
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.49,-15.40
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.48,6.10
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.38,7.00
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.37,8.60
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.36,10.10
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.35,11.60
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.34,12.90
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.32,14.20
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.32,21.10
118.80755023,31.89044294,8.58;-0.40,87.00,-1.26;0.47,8.13,0.00;0.45,1.05,-3.66;0.89,0.34,9.40;8.32,21.20
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.44,-1.86,3.59;-0.84,-1.09,9.40;8.20,21.40
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.19,21.60
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.18,21.80
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.18,22.20
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.16,22.60
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.15,23.00
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.12,13.70
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.12,11.90
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,9.80
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,7.70
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,5.50
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,3.10
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,2.00
118.80760939,31.89044519,8.58;0.22,86.50,-1.41;0.48,7.82,0.01;-0.54,0.71,4.04;-0.27,-0.24,8.74;8.11,-29.40
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;0.85,-0.03,3.50;-0.57,0.11,10.62;8.10,-30.50
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.10,-32.70
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.09,-34.70
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.09,-36.50
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.08,-38.20
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.09,-39.70
118.80767090,31.89044950,8.58;-0.30,85.60,-1.68;0.66,7.71,-0.02;-0.70,-1.96,-6.19;0.83,-0.81,8.76;8.09,-38.90
