289528.072	3497370.746	2.954	-0.00299
289528.089	3497370.647	2.953	-0.00089
289528.112	3497370.537	2.953	-0.01206
289528.134	3497370.423	2.952	0.00828
289528.155	3497370.304	2.953	-0.00283
289528.175	3497370.200	2.953	-0.00329
289528.200	3497370.081	2.952	-0.00230
289528.226	3497369.950	2.952	-0.00447
289528.249	3497369.810	2.952	-0.00333
289528.272	3497369.668	2.950	-0.00361
289528.301	3497369.522	2.952	-0.00394
289528.329	3497369.379	2.950	-0.00411
289528.347	3497369.277	2.950	-0.00430
289528.365	3497369.170	2.951	-0.00445
289528.380	3497369.063	2.949	-0.00461
289528.394	3497368.953	2.946	-0.00492
289528.413	3497368.834	2.947	-0.00397
289528.429	3497368.716	2.947	-0.00518
289528.445	3497368.600	2.945	-0.00462
289528.465	3497368.479	2.946	-0.00527
289528.483	3497368.357	2.945	-0.00550
289528.502	3497368.233	2.944	-0.00477
289528.523	3497368.105	2.944	-0.00258
289528.543	3497367.974	2.943	-0.00326
289528.564	3497367.842	2.943	-0.00354
289528.583	3497367.707	2.942	-0.00292
289528.602	3497367.571	2.941	-0.00308
289528.625	3497367.432	2.941	-0.00334
289528.650	3497367.289	2.942	-0.00322
289528.672	3497367.145	2.941	-0.00280
289528.697	3497366.997	2.941	-0.00277
289528.725	3497366.846	2.941	-0.00338
289528.748	3497366.696	2.940	-0.00249
289528.771	3497366.543	2.939	-0.00272
289528.799	3497366.389	2.939	-0.00301
289528.824	3497366.234	2.938	-0.00314
289528.849	3497366.076	2.937	-0.00320
289528.877	3497365.916	2.938	-0.00354
289528.903	3497365.756	2.937	-0.00388
289528.932	3497365.594	2.936	-0.00402
289528.964	3497365.429	2.937	-0.00425
289528.993	3497365.264	2.935	-0.00467
289529.023	3497365.097	2.933	-0.00428
289529.058	3497364.924	2.934	-0.00396
289529.088	3497364.748	2.933	-0.00429
289529.119	3497364.569	2.932	-0.00379
289529.152	3497364.387	2.932	-0.00303
289529.181	3497364.204	2.930	-0.00330
289529.207	3497364.020	2.928	-0.00209
289529.232	3497363.830	2.927	-0.00093
289529.256	3497363.638	2.926	-0.00131
289529.287	3497363.443	2.926	-0.00088
289529.320	3497363.248	2.926	-0.00062
289529.335	3497363.149	2.926	-0.00049
289529.352	3497363.049	2.927	0.00065
289529.369	3497362.950	2.927	0.00178
