289343.065	3497213.685	5.6951
289343.005	3497213.780	5.6945
289342.946	3497213.875	5.6938
289342.894	3497213.962	5.6912
289342.828	3497214.064	5.6895
289342.760	3497214.165	5.6886
289342.701	3497214.259	5.6861
289342.630	3497214.360	5.6841
289342.548	3497214.473	5.6821
289342.489	3497214.558	5.6806
289342.424	3497214.650	5.6803
289342.355	3497214.749	5.6776
289342.281	3497214.855	5.6765
289342.204	3497214.967	5.6747
289342.124	3497215.086	5.6728
289342.036	3497215.210	5.6715
289341.941	3497215.342	5.6690
289341.841	3497215.481	5.6674
289341.736	3497215.627	5.6656
289341.627	3497215.778	5.6640
289341.516	3497215.931	5.6635
289341.401	3497216.085	5.6628
289341.286	3497216.241	5.6619
289341.172	3497216.400	5.6612
289341.056	3497216.560	5.6615
289340.997	3497216.641	5.6607
289340.938	3497216.724	5.6599
289340.878	3497216.808	5.6599
289340.817	3497216.893	5.6602
289340.756	3497216.980	5.6602
289340.695	3497217.069	5.6602
289340.632	3497217.158	5.6604
289340.569	3497217.249	5.6603
289340.505	3497217.340	5.6603
289340.440	3497217.432	5.6602
289340.373	3497217.524	5.6603
289340.306	3497217.618	5.6605
289340.239	3497217.711	5.6606
289340.171	3497217.806	5.6604
289340.103	3497217.901	5.6604
289340.036	3497217.999	5.6602
289339.968	3497218.097	5.6602
289339.900	3497218.196	5.6605
289339.832	3497218.295	5.6605
289339.762	3497218.396	5.6599
289339.690	3497218.497	5.6597
289339.615	3497218.598	5.6603
289339.539	3497218.700	5.6611
289339.463	3497218.802	5.6617
289339.386	3497218.906	5.6620
289339.311	3497219.011	5.6619
289339.235	3497219.117	5.6620
289339.159	3497219.224	5.6621
289339.083	3497219.332	5.6630
289339.007	3497219.442	5.6636
289338.931	3497219.552	5.6640
289338.856	3497219.664	5.6645
289338.779	3497219.776	5.6649
289338.702	3497219.888	5.6653
289338.625	3497220.000	5.6652
289338.547	3497220.113	5.6656
289338.467	3497220.226	5.6668
289338.385	3497220.338	5.6685
289338.303	3497220.451	5.6697
289338.222	3497220.564	5.6703
289338.142	3497220.678	5.6702
289338.062	3497220.793	5.6710
289337.984	3497220.909	5.6719
289337.907	3497221.025	5.6728
289337.830	3497221.141	5.6733
289337.754	3497221.257	5.6739
289337.677	3497221.373	5.6747
289337.600	3497221.488	5.6752
