275396.911	3479518.217	0.504	0.00000
275396.981	3479518.335	0.504	0.00000
275397.035	3479518.426	0.504	0.00530
275397.095	3479518.526	0.504	0.00702
275397.160	3479518.634	0.504	0.00852
275397.229	3479518.750	0.504	0.01023
275397.300	3479518.869	0.503	0.01266
275397.373	3479518.992	0.502	0.01505
275397.446	3479519.116	0.501	0.01732
275397.521	3479519.242	0.500	0.02016
275397.597	3479519.370	0.498	0.02236
275397.670	3479519.494	0.497	0.02311
275397.737	3479519.611	0.495	0.02149
275397.800	3479519.720	0.492	0.01859
275397.857	3479519.819	0.490	0.01430
275397.908	3479519.908	0.488	0.00993
275397.971	3479520.022	0.485	0.00591
275398.020	3479520.110	0.482	0.00418
275398.069	3479520.198	0.480	0.00311
275398.123	3479520.301	0.478	0.00249
275398.186	3479520.415	0.477	0.00227
275398.247	3479520.528	0.477	0.00116
275398.320	3479520.660	0.476	0.00129
275398.372	3479520.757	0.476	0.00084
275398.429	3479520.861	0.476	0.00056
275398.489	3479520.971	0.475	0.00022
275398.553	3479521.087	0.475	0.00067
275398.619	3479521.208	0.475	0.00024
275398.687	3479521.333	0.475	0.00034
275398.759	3479521.465	0.475	0.00054
275398.834	3479521.601	0.475	0.00099
275398.911	3479521.741	0.475	0.00118
275398.990	3479521.888	0.475	0.00127
275399.072	3479522.039	0.475	0.00145
275399.156	3479522.193	0.475	0.00152
275399.242	3479522.352	0.475	0.00151
275399.329	3479522.515	0.475	0.00273
275399.419	3479522.682	0.476	0.00310
275399.511	3479522.852	0.476	0.00345
275399.606	3479523.026	0.476	0.00399
275399.701	3479523.201	0.477	0.00454
275399.748	3479523.290	0.477	0.00392
275399.797	3479523.380	0.477	0.00408
275399.848	3479523.471	0.478	0.00442
275399.899	3479523.563	0.478	0.00438
275399.951	3479523.655	0.478	0.00454
275400.004	3479523.748	0.479	0.00451
275400.056	3479523.842	0.479	0.00431
275400.110	3479523.937	0.480	0.00392
275400.164	3479524.032	0.480	0.00373
275400.217	3479524.128	0.481	0.00370
275400.272	3479524.225	0.481	0.00350
275400.327	3479524.322	0.482	0.00364
275400.382	3479524.420	0.482	0.00360
275400.438	3479524.518	0.483	0.00373
275400.494	3479524.616	0.483	0.00368
275400.550	3479524.715	0.483	0.00348
275400.607	3479524.815	0.484	0.00344
275400.664	3479524.917	0.484	0.00356
275400.723	3479525.019	0.485	0.00368
275400.782	3479525.123	0.485	0.00379
275400.842	3479525.228	0.486	0.00423
275400.903	3479525.334	0.486	0.00435
275400.964	3479525.441	0.486	0.00431
275401.025	3479525.550	0.487	0.00426
275401.086	3479525.661	0.487	0.00437
275401.148	3479525.772	0.488	0.00461
275401.211	3479525.885	0.488	0.00515
275401.274	3479525.998	0.489	0.00570
275401.339	3479526.113	0.490	0.00593
275401.405	3479526.229	0.490	0.00602
275401.471	3479526.345	0.491	0.00610
275401.537	3479526.463	0.491	0.00619
275401.605	3479526.582	0.492	0.00626
275401.673	3479526.703	0.493	0.00649
275401.741	3479526.824	0.494	0.00658
275401.811	3479526.947	0.495	0.00626
275401.882	3479527.070	0.496	0.00606
275401.953	3479527.195	0.496	0.00574
275402.025	3479527.320	0.497	0.00568
275402.098	3479527.447	0.498	0.00563
275402.171	3479527.575	0.499	0.00598
275402.245	3479527.703	0.500	0.00594
275402.320	3479527.833	0.501	0.00615
275402.397	3479527.964	0.502	0.00610
275402.474	3479528.096	0.503	0.00630
275402.551	3479528.229	0.504	0.00625
275402.630	3479528.362	0.505	0.00633
275402.709	3479528.497	0.506	0.00617
275402.789	3479528.632	0.507	0.00600
275402.870	3479528.769	0.508	0.00582
275402.951	3479528.907	0.509	0.00579
275403.033	3479529.045	0.510	0.00585
275403.116	3479529.185	0.511	0.00593
275403.200	3479529.325	0.512	0.00590
275403.285	3479529.466	0.513	0.00563
275403.371	3479529.608	0.513	0.00535
275403.457	3479529.752	0.514	0.00473
275403.543	3479529.896	0.515	0.00412
275403.631	3479530.042	0.517	0.00330
275403.719	3479530.188	0.518	0.00270
275403.808	3479530.335	0.518	0.00212
275403.898	3479530.483	0.519	0.00166
275403.988	3479530.633	0.520	0.00121
275404.080	3479530.785	0.521	0.00120
275404.173	3479530.938	0.521	0.00087
275404.266	3479531.091	0.521	0.00065
275404.360	3479531.245	0.522	0.00054
275404.455	3479531.401	0.522	0.00043
275404.550	3479531.558	0.522	0.00011
275404.646	3479531.716	0.522	0.00000
275404.742	3479531.874	0.522	0.00020
275404.839	3479532.034	0.522	0.00031
275404.937	3479532.196	0.523	0.00041
275405.035	3479532.357	0.523	0.00051
275405.134	3479532.520	0.523	0.00071
275405.234	3479532.684	0.523	0.00090
275405.335	3479532.849	0.522	0.00130
275405.436	3479533.014	0.522	0.00170
275405.537	3479533.181	0.522	0.00200
275405.639	3479533.349	0.522	0.00229
275405.741	3479533.519	0.522	0.00229
275405.845	3479533.689	0.522	0.00218
275405.949	3479533.860	0.521	0.00188
275406.053	3479534.031	0.521	0.00168
275406.158	3479534.202	0.521	0.00158
275406.263	3479534.374	0.520	0.00197
275406.368	3479534.547	0.519	0.00237
275406.473	3479534.719	0.519	0.00296
275406.577	3479534.893	0.519	0.00315
275406.682	3479535.066	0.519	0.00315
275406.786	3479535.240	0.518	0.00285
275406.891	3479535.413	0.518	0.00255
275406.996	3479535.587	0.517	0.00226
275407.101	3479535.761	0.516	0.00226
275407.206	3479535.935	0.516	0.00235
275407.311	3479536.110	0.515	0.00245
