289527.105	3497379.722	0	0.000
289527.116	3497379.623	0	0.000
289527.127	3497379.523	0	0.000
289527.138	3497379.424	0	0.000
289527.149	3497379.325	0	0.000
289527.160	3497379.226	0	0.000
289527.171	3497379.126	0	0.000
289527.183	3497379.027	0	0.000
289527.194	3497378.928	0	0.000
289527.205	3497378.828	0	0.000
289527.216	3497378.729	0	0.000
289527.227	3497378.630	0	0.000
289527.238	3497378.530	0	0.000
289527.249	3497378.431	0	0.000
289527.260	3497378.332	0	0.000
289527.271	3497378.233	0	0.000
289527.282	3497378.133	0	0.000
289527.293	3497378.034	0	0.000
289527.304	3497377.935	0	0.000
289527.315	3497377.835	0	0.000
289527.326	3497377.736	0	0.000
289527.337	3497377.637	0	0.000
289527.348	3497377.537	0	0.000
289527.359	3497377.438	0	0.000
289527.370	3497377.339	0	0.000
289527.381	3497377.240	0	0.000
289527.392	3497377.140	0	0.000
289527.403	3497377.041	0	0.000
289527.414	3497376.942	0	0.000
289527.425	3497376.842	0	0.000
289527.436	3497376.743	0	0.000
289527.447	3497376.644	0	0.000
289527.458	3497376.545	0	0.000
289527.469	3497376.445	0	0.000
289527.480	3497376.346	0	0.000
289527.491	3497376.247	0	0.000
289527.502	3497376.147	0	0.000
289527.513	3497376.048	0	0.000
289527.524	3497375.949	0	0.000
289527.535	3497375.849	0	0.000
289527.546	3497375.750	0	0.000
289527.557	3497375.651	0	0.000
289527.568	3497375.552	0	0.000
289527.579	3497375.452	0	0.000
289527.590	3497375.353	0	0.000
289527.601	3497375.254	0	0.007
289527.615	3497375.156	0	0.007
289527.628	3497375.058	0	0.007
289527.642	3497374.960	0	0.007
289527.656	3497374.862	0	0.007
289527.670	3497374.764	0	0.007
289527.683	3497374.666	0	0.007
289527.697	3497374.568	0	0.007
289527.711	3497374.471	0	0.007
289527.725	3497374.373	0	0.007
289527.738	3497374.275	0	0.007
289527.752	3497374.177	0	0.007
289527.766	3497374.079	0	0.007
289527.779	3497373.981	0	0.007
289527.793	3497373.883	0	0.007
289527.807	3497373.785	0	0.007
289527.821	3497373.688	0	0.007
289527.834	3497373.590	0	0.007
289527.848	3497373.492	0	0.007
289527.862	3497373.394	0	0.007
289527.876	3497373.296	0	0.007
289527.889	3497373.198	0	0.007
289527.903	3497373.100	0	0.007
289527.917	3497373.002	0	0.007
289527.931	3497372.904	0	0.007
289527.944	3497372.807	0	0.007
289527.958	3497372.709	0	0.007
289527.972	3497372.611	0	0.007
289527.986	3497372.513	0	0.007
289527.999	3497372.415	0	0.007
289528.013	3497372.317	0	0.007
289528.027	3497372.219	0	0.007
289528.040	3497372.121	0	0.007
289528.054	3497372.023	0	0.007
289528.068	3497371.926	0	0.007
289528.082	3497371.828	0	0.007
289528.095	3497371.730	0	0.007
289528.109	3497371.632	0	0.007
289528.123	3497371.534	0	0.007
289528.137	3497371.436	0	0.007
289528.150	3497371.338	0	0.007
289528.164	3497371.240	0	0.007
289528.178	3497371.143	0	0.023
289528.199	3497371.044	0	0.023
289528.219	3497370.946	0	0.023
289528.240	3497370.848	0	0.023
289528.261	3497370.750	0	0.023
289528.282	3497370.652	0	0.023
289528.302	3497370.554	0	0.023
289528.323	3497370.456	0	0.023
289528.344	3497370.358	0	0.023
289528.365	3497370.260	0	0.023
289528.386	3497370.162	0	0.023
289528.406	3497370.064	0	0.023
289528.427	3497369.966	0	0.023
289528.448	3497369.868	0	0.023
289528.469	3497369.770	0	0.023
289528.490	3497369.672	0	0.023
289528.510	3497369.574	0	0.023
289528.531	3497369.476	0	0.023
289528.552	3497369.378	0	0.023
289528.573	3497369.280	0	0.023
289528.593	3497369.182	0	-0.018
289528.611	3497369.083	0	-0.018
289528.628	3497368.985	0	-0.018
289528.645	3497368.886	0	-0.018
289528.663	3497368.788	0	-0.018
289528.680	3497368.689	0	-0.018
289528.697	3497368.591	0	-0.018
289528.714	3497368.493	0	-0.018
289528.732	3497368.394	0	-0.018
289528.749	3497368.296	0	-0.018
289528.766	3497368.197	0	-0.018
289528.783	3497368.099	0	-0.018
289528.801	3497368.001	0	-0.018
289528.818	3497367.902	0	-0.018
289528.835	3497367.804	0	-0.018
289528.852	3497367.705	0	-0.018
289528.870	3497367.607	0	-0.018
289528.887	3497367.508	0	-0.018
289528.904	3497367.410	0	-0.018
289528.922	3497367.312	0	-0.018
289528.939	3497367.213	0	0.042
289528.968	3497367.116	0	0.042
289528.996	3497367.019	0	0.042
289529.025	3497366.922	0	0.042
289529.054	3497366.824	0	0.042
289529.082	3497366.727	0	0.042
289529.111	3497366.630	0	0.042
289529.140	3497366.533	0	0.042
289529.169	3497366.436	0	0.042
289529.197	3497366.339	0	0.042
289529.226	3497366.241	0	0.042
289529.255	3497366.144	0	0.042
289529.283	3497366.047	0	0.042
289529.312	3497365.950	0	0.042
289529.341	3497365.853	0	0.042
289529.370	3497365.755	0	0.042
289529.398	3497365.658	0	0.042
289529.427	3497365.561	0	0.042
289529.456	3497365.464	0	0.042
289529.484	3497365.367	0	0.042
289529.513	3497365.269	0	0.042
289529.542	3497365.172	0	0.042
289529.571	3497365.075	0	0.042
289529.599	3497364.978	0	0.042
289529.628	3497364.881	0	0.042
289529.657	3497364.783	0	0.042
289529.685	3497364.686	0	0.042
289529.714	3497364.589	0	0.042
289529.743	3497364.492	0	0.042
289529.771	3497364.395	0	0.042
289529.800	3497364.297	0	0.042
289529.829	3497364.200	0	0.042
289529.858	3497364.103	0	0.042
289529.886	3497364.006	0	-0.012
289529.910	3497363.909	0	-0.012
289529.934	3497363.811	0	-0.012
289529.957	3497363.714	0	-0.012
289529.981	3497363.616	0	-0.012
289530.005	3497363.519	0	-0.012
289530.029	3497363.422	0	-0.012
289530.052	3497363.324	0	-0.012
289530.076	3497363.227	0	-0.012
289530.100	3497363.130	0	-0.012
289530.123	3497363.032	0	-0.012
289530.147	3497362.935	0	-0.012
289530.171	3497362.838	0	-0.012
289530.195	3497362.740	0	-0.012
289530.218	3497362.643	0	-0.012
289530.242	3497362.546	0	-0.012
289530.266	3497362.448	0	-0.012
289530.289	3497362.351	0	-0.012
289530.313	3497362.253	0	-0.012
289530.337	3497362.156	0	-0.012
289530.360	3497362.059	0	-0.012
289530.384	3497361.961	0	-0.012
289530.408	3497361.864	0	-0.012
289530.432	3497361.767	0	-0.012
289530.455	3497361.669	0	-0.012
289530.479	3497361.572	0	-0.012
289530.503	3497361.475	0	-0.012
289530.526	3497361.377	0	-0.012
289530.550	3497361.280	0	-0.012
289530.574	3497361.183	0	-0.012
289530.598	3497361.085	0	-0.012
289530.621	3497360.988	0	-0.012
289530.645	3497360.890	0	-0.012
289530.669	3497360.793	0	-0.012
289530.692	3497360.696	0	-0.012
289530.716	3497360.598	0	-0.012
289530.740	3497360.501	0	-0.012
289530.763	3497360.404	0	-0.012
