530428.703	4324223.214	0.147	0.000	0.000	0	0
530428.700	4324223.315	0.145	0.000	0.000	0	0
530428.713	4324223.417	0.144	0.000	0.000	0	0
530428.742	4324223.617	0.123	0.000	0.000	0	0
530428.756	4324223.722	0.042	0.000	0.000	0	0
530428.806	4324224.464	6.269	0.000	0.000	0	0
530428.731	4324225.302	6.093	0.000	0.000	0	0
530428.612	4324225.802	6.000	0.000	0.000	0	0
530428.107	4324226.885	5.734	0.000	0.000	0	0
530427.960	4324227.106	5.705	0.000	0.000	0	0
530427.408	4324227.751	5.496	0.000	0.000	0	0
530426.679	4324228.312	5.273	0.000	0.000	0	0
530425.443	4324228.900	5.240	0.000	0.000	0	0
530425.090	4324229.003	4.960	0.000	0.000	0	0
530424.168	4324229.176	4.850	0.000	0.000	0	0
530423.788	4324229.206	4.825	0.000	0.000	0	0
530423.411	4324229.220	4.758	0.000	0.000	0	0
530421.522	4324229.130	4.633	0.000	0.000	0	0
530421.333	4324229.111	4.619	0.000	0.000	0	0
530419.642	4324228.900	4.572	0.000	0.000	0	0
530418.895	4324228.784	4.551	0.000	0.000	0	0
530417.591	4324228.551	4.547	0.000	0.000	0	0
530417.218	4324228.475	4.516	0.000	0.000	0	0
530416.098	4324228.235	4.484	0.000	0.000	0	0
530415.914	4324228.194	4.477	0.000	0.000	0	0
530415.186	4324228.010	4.446	0.000	0.000	0	0
530413.625	4324227.509	4.330	0.000	0.000	0	0
530412.539	4324226.984	4.314	0.000	0.000	0	0
530412.251	4324226.818	4.180	0.000	0.000	0	0
530411.573	4324226.372	4.089	0.000	0.000	0	0
530411.320	4324226.185	3.904	0.000	0.000	0	0
530409.743	4324224.719	3.892	0.000	0.000	0	0
530409.178	4324224.023	3.785	0.000	0.000	0	0
530408.827	4324223.528	3.682	0.000	0.000	0	0
530408.572	4324223.134	3.577	0.000	0.000	0	0
530407.858	4324221.735	3.537	0.000	0.000	0	0
530407.472	4324220.660	3.448	0.000	0.000	0	0
530407.417	4324220.476	3.442	0.000	0.000	0	0
530407.187	4324219.623	3.397	0.000	0.000	0	0
530407.147	4324219.469	3.381	0.000	0.000	0	0
530407.023	4324218.963	3.369	0.000	0.000	0	0
530406.919	4324218.513	3.353	0.000	0.000	0	0
530406.893	4324218.393	3.348	0.000	0.000	0	0
530406.725	4324217.616	3.348	0.000	0.000	0	0
530406.634	4324217.175	3.343	0.000	0.000	0	0
530406.615	4324217.070	3.342	0.000	0.000	0	0
530406.570	4324216.831	3.338	0.000	0.000	0	0
530406.543	4324216.664	3.337	0.000	0.000	0	0
530406.527	4324216.550	3.331	0.000	0.000	0	0
530406.450	4324216.116	3.328	0.000	0.000	0	0
530406.392	4324215.819	3.325	0.000	0.000	0	0
530406.385	4324215.719	3.324	0.000	0.000	0	0
530406.289	4324215.692	3.321	0.000	0.000	0	0
530406.211	4324215.756	3.321	0.000	0.000	0	0
530406.146	4324215.832	3.320	0.000	0.000	0	0
530406.407	4324215.731	3.320	0.000	0.000	0	0
