671911.767	3528947.513	1.381	118.8175989	31.8833581	0.00	0.03	0.00	0.00
671911.882	3528947.542	1.380	118.8176001	31.8833584	0.16	-0.37	0.17	0.01
671911.981	3528947.562	1.381	118.8176012	31.8833585	0.42	-0.38	0.17	0.01
671912.110	3528947.586	1.381	118.8176025	31.8833587	0.47	-0.38	0.17	0.01
671912.228	3528947.609	1.381	118.8176038	31.8833589	0.75	-0.43	0.16	0.01
671912.365	3528947.635	1.381	118.8176052	31.8833591	0.80	-0.46	0.16	0.01
671912.467	3528947.655	1.382	118.8176063	31.8833593	0.85	-0.46	0.15	0.01
671912.579	3528947.677	1.382	118.8176075	31.8833594	1.11	-0.55	0.15	0.01
671912.700	3528947.701	1.383	118.8176088	31.8833596	1.15	-0.56	0.14	0.01
671912.830	3528947.726	1.383	118.8176101	31.8833598	1.18	-0.56	0.14	0.01
671912.969	3528947.754	1.384	118.8176116	31.8833601	1.22	-0.56	0.13	0.02
671913.196	3528947.800	1.385	118.8176140	31.8833604	1.51	-0.62	0.13	0.02
671913.360	3528947.834	1.386	118.8176158	31.8833607	1.55	-0.63	0.12	0.02
671913.533	3528947.870	1.387	118.8176176	31.8833610	1.60	-0.65	0.11	0.02
671913.804	3528947.926	1.389	118.8176205	31.8833615	1.87	-0.81	0.10	0.02
671913.991	3528947.965	1.390	118.8176225	31.8833618	1.89	-0.81	0.09	0.02
671914.180	3528948.004	1.392	118.8176245	31.8833621	1.91	-0.82	0.08	0.02
671914.375	3528948.042	1.394	118.8176266	31.8833624	1.93	-0.84	0.07	0.03
671914.473	3528948.061	1.394	118.8176276	31.8833626	2.04	-0.96	0.06	0.03
671914.572	3528948.081	1.395	118.8176287	31.8833627	2.06	-0.97	0.06	0.03
671914.672	3528948.100	1.396	118.8176297	31.8833629	2.06	-0.97	0.05	0.03
671914.772	3528948.120	1.397	118.8176308	31.8833630	2.07	-0.97	0.05	0.03
671914.874	3528948.140	1.398	118.8176319	31.8833632	2.07	-0.98	0.04	0.03
671914.975	3528948.159	1.399	118.8176329	31.8833634	2.08	-1.00	0.04	0.03
671915.183	3528948.199	1.401	118.8176351	31.8833637	2.16	-1.04	0.03	0.03
671915.289	3528948.220	1.402	118.8176363	31.8833639	2.18	-1.04	0.03	0.03
671915.397	3528948.240	1.403	118.8176374	31.8833640	2.20	-1.04	0.02	0.03
671915.506	3528948.261	1.404	118.8176386	31.8833642	2.20	-1.04	0.02	0.03
671915.615	3528948.282	1.405	118.8176397	31.8833644	2.21	-1.04	0.01	0.03
671915.725	3528948.302	1.406	118.8176409	31.8833645	2.22	-1.04	0.00	0.03
671915.836	3528948.323	1.407	118.8176421	31.8833647	2.22	-1.04	0.00	0.03
671915.947	3528948.345	1.408	118.8176433	31.8833649	2.33	-1.05	-0.00	0.03
671916.060	3528948.366	1.409	118.8176444	31.8833650	2.34	-1.15	-0.01	0.03
671916.174	3528948.387	1.410	118.8176456	31.8833652	2.34	-1.16	-0.01	0.03
671916.288	3528948.408	1.412	118.8176469	31.8833654	2.34	-1.17	-0.02	0.03
671916.403	3528948.429	1.413	118.8176481	31.8833656	2.35	-1.18	-0.02	0.03
671916.520	3528948.449	1.414	118.8176493	31.8833657	2.37	-1.17	-0.03	0.03
671916.758	3528948.491	1.416	118.8176518	31.8833661	2.37	-1.17	-0.03	0.03
671917.003	3528948.534	1.419	118.8176544	31.8833664	2.50	-1.18	-0.04	0.03
671917.127	3528948.556	1.420	118.8176557	31.8833666	2.52	-1.18	-0.05	0.03
671917.252	3528948.577	1.421	118.8176571	31.8833668	2.53	-1.18	-0.05	0.03
671917.379	3528948.599	1.422	118.8176584	31.8833669	2.53	-1.18	-0.05	0.03
671917.505	3528948.621	1.424	118.8176598	31.8833671	2.55	-1.18	-0.06	0.03
671917.634	3528948.644	1.425	118.8176611	31.8833673	2.56	-1.18	-0.07	0.03
671917.897	3528948.688	1.428	118.8176639	31.8833677	2.72	-1.18	-0.07	0.03
671918.032	3528948.711	1.429	118.8176653	31.8833678	2.73	-1.18	-0.08	0.03
671918.168	3528948.733	1.431	118.8176668	31.8833680	2.75	-1.18	-0.08	0.03
671918.306	3528948.755	1.432	118.8176682	31.8833682	2.76	-1.18	-0.09	0.03
671918.444	3528948.777	1.434	118.8176697	31.8833684	2.78	-1.18	-0.09	0.03
671918.585	3528948.799	1.435	118.8176712	31.8833686	2.80	-1.18	-0.09	0.03
671918.726	3528948.821	1.437	118.8176726	31.8833687	2.80	-1.18	-0.10	0.02
671918.868	3528948.844	1.438	118.8176741	31.8833689	2.95	-1.17	-0.10	0.02
671919.010	3528948.866	1.440	118.8176756	31.8833691	2.97	-1.17	-0.10	0.02
671919.153	3528948.888	1.441	118.8176772	31.8833693	2.97	-1.16	-0.11	0.02
671919.296	3528948.910	1.443	118.8176787	31.8833695	2.98	-1.16	-0.11	0.02
671919.441	3528948.931	1.444	118.8176802	31.8833696	2.99	-1.17	-0.11	0.02
671919.733	3528948.973	1.447	118.8176833	31.8833700	3.00	-1.16	-0.11	0.02
671919.881	3528948.993	1.448	118.8176849	31.8833701	3.11	-0.80	-0.12	0.01
671920.029	3528949.012	1.449	118.8176865	31.8833703	3.12	-0.77	-0.12	0.01
671920.330	3528949.051	1.450	118.8176897	31.8833706	3.12	-0.72	-0.12	0.01
671920.482	3528949.070	1.451	118.8176913	31.8833708	3.13	-0.69	-0.12	0.01
671920.635	3528949.089	1.452	118.8176929	31.8833709	3.13	-0.64	-0.12	0.01
671920.788	3528949.108	1.452	118.8176945	31.8833711	3.14	-0.59	-0.12	0.00
671921.099	3528949.148	1.453	118.8176978	31.8833714	3.23	-0.31	-0.12	0.00
671921.256	3528949.168	1.453	118.8176995	31.8833716	3.25	-0.29	-0.12	0.00
671921.415	3528949.188	1.453	118.8177012	31.8833718	3.25	-0.26	-0.12	0.00
671921.575	3528949.208	1.454	118.8177029	31.8833719	3.26	-0.25	-0.12	-0.00
671921.736	3528949.228	1.454	118.8177046	31.8833721	3.26	-0.25	-0.12	-0.00
671921.898	3528949.246	1.454	118.8177063	31.8833722	3.27	-0.24	-0.12	-0.00
671922.061	3528949.266	1.454	118.8177080	31.8833724	3.28	-0.23	-0.12	-0.00
671922.225	3528949.287	1.454	118.8177097	31.8833726	3.39	-0.06	-0.12	-0.00
671922.390	3528949.308	1.454	118.8177115	31.8833727	3.39	-0.06	-0.12	-0.00
671922.555	3528949.327	1.454	118.8177132	31.8833729	3.39	-0.05	-0.12	-0.01
671922.720	3528949.346	1.453	118.8177150	31.8833731	3.39	-0.05	-0.12	-0.01
671922.885	3528949.366	1.453	118.8177167	31.8833732	3.39	-0.04	-0.12	-0.01
