0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	1.250	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	0.000	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	0	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	1	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
0.000	0.000	3.142	0.00000	-1.200	1.650	2	0
