672438.637	3528984.737	1.566	0.00000
672438.873	3528984.749	1.566	0.00000
672439.120	3528984.733	1.564	0.00000
672439.378	3528984.768	1.564	0.00000
672439.659	3528984.761	1.564	0.00000
672439.893	3528984.770	1.564	0.00000
672440.558	3528984.746	1.563	0.00000
672441.253	3528984.766	1.562	-0.00111
672441.511	3528984.750	1.563	-0.00075
672442.331	3528984.777	1.563	-0.00059
672443.089	3528984.765	1.559	-0.00043
672443.904	3528984.758	1.556	-0.00012
672444.576	3528984.768	1.554	-0.00005
672445.486	3528984.737	1.550	0.00011
672446.638	3528984.799	1.547	0.00056
672447.450	3528984.863	1.545	0.00056
672448.300	3528984.916	1.540	0.00052
672449.898	3528984.964	1.534	0.00048
672450.696	3528985.052	1.530	0.00034
672451.931	3528985.119	1.528	0.00029
672452.681	3528985.196	1.525	0.00006
672453.216	3528985.223	1.521	-0.00040
672454.532	3528985.350	1.519	-0.00033
672455.611	3528985.418	1.518	-0.00023
672457.518	3528985.560	1.519	0.00007
672458.624	3528985.623	1.520	0.00021
672460.893	3528985.761	1.522	0.00061
672462.059	3528985.827	1.526	0.00065
672462.940	3528985.891	1.532	0.00071
672464.385	3528985.971	1.537	0.00076
672466.512	3528986.065	1.543	0.00040
672467.095	3528986.044	1.541	0.00044
672469.272	3528986.175	1.538	0.00044
672472.107	3528986.296	1.537	0.00059
672474.016	3528986.363	1.536	0.00077
672474.686	3528986.403	1.535	0.00080
672475.986	3528986.488	1.534	0.00070
672477.286	3528986.535	1.532	0.00031
672477.941	3528986.575	1.531	-0.00007
672478.263	3528986.578	1.531	-0.00008
672479.920	3528986.650	1.529	-0.00014
672480.948	3528986.716	1.529	-0.00044
672482.250	3528986.760	1.529	-0.00041
672483.628	3528986.830	1.529	-0.00035
672484.974	3528986.910	1.535	-0.00035
672485.658	3528986.962	1.538	0.00005
672487.790	3528987.047	1.540	0.00012
672490.240	3528987.145	1.542	0.00012
672490.590	3528987.114	1.544	0.00004
672492.394	3528987.205	1.544	-0.00018
672494.144	3528987.288	1.543	-0.00018
