530419.557	4324257.489	3.326	0.00000	0.000	0.000	1	0
530419.517	4324257.286	3.327	0.00000	0.000	0.000	1	0
530419.480	4324257.070	3.326	0.00000	0.000	0.000	1	0
530419.424	4324256.784	3.326	0.00000	0.000	0.000	1	0
530419.382	4324256.540	3.326	0.00000	0.000	0.000	1	0
530419.336	4324256.266	3.326	0.00000	0.000	0.000	1	0
530419.293	4324256.029	3.325	0.00000	0.000	0.000	1	0
530419.245	4324255.779	3.325	-0.00225	0.000	0.000	1	0
530419.210	4324255.577	3.324	-0.00238	0.000	0.000	1	0
530419.166	4324255.371	3.323	-0.00226	0.000	0.000	1	0
530419.117	4324255.081	3.320	-0.00203	0.000	0.000	1	0
530419.054	4324254.698	3.319	-0.00169	0.000	0.000	1	0
530418.978	4324254.302	3.319	-0.00157	0.000	0.000	1	0
530418.909	4324253.881	3.318	-0.00143	0.000	0.000	1	0
530418.855	4324253.623	3.317	-0.00079	0.000	0.000	1	0
530418.780	4324253.178	3.317	-0.00075	0.000	0.000	1	0
530418.676	4324252.632	3.316	-0.00048	0.000	0.000	1	0
530418.631	4324252.345	3.315	-0.00036	0.000	0.000	1	0
530418.564	4324251.959	3.313	-0.00041	0.000	0.000	1	0
530418.422	4324251.175	3.310	-0.00072	0.000	0.000	1	0
530418.181	4324249.732	3.307	-0.00059	0.000	0.000	1	0
530418.146	4324249.527	3.305	-0.00070	0.000	0.000	1	0
530418.065	4324249.010	3.303	-0.00070	0.000	0.000	1	0
530417.948	4324248.271	3.300	-0.00066	0.000	0.000	1	0
530417.862	4324247.744	3.299	-0.00066	0.000	0.000	1	0
530417.716	4324246.796	3.298	-0.00066	0.000	0.000	1	0
530417.689	4324246.580	3.299	-0.00066	0.000	0.000	1	0
530417.606	4324246.056	3.298	-0.00064	0.000	0.000	1	0
530417.473	4324245.221	3.298	-0.00064	0.000	0.000	1	0
530417.442	4324245.011	3.298	-0.00085	0.000	0.000	1	0
530417.364	4324244.486	3.297	-0.00063	0.000	0.000	1	0
530417.314	4324244.173	3.297	-0.00063	0.000	0.000	1	0
530417.255	4324243.765	3.297	-0.00063	0.000	0.000	1	0
530417.205	4324243.454	3.297	-0.00051	0.000	0.000	1	0
530417.129	4324242.936	3.296	-0.00083	0.000	0.000	1	0
530417.004	4324242.117	3.296	-0.00083	0.000	0.000	1	0
530416.967	4324241.916	3.296	-0.00088	0.000	0.000	1	0
530416.921	4324241.608	3.295	-0.00088	0.000	0.000	1	0
530416.810	4324240.885	3.295	-0.00079	0.000	0.000	1	0
530416.761	4324240.575	3.295	-0.00079	0.000	0.000	1	0
530416.685	4324240.054	3.294	-0.00079	0.000	0.000	1	0
530416.573	4324239.321	3.294	-0.00079	0.000	0.000	1	0
530416.528	4324239.007	3.294	-0.00100	0.000	0.000	1	0
530416.436	4324238.375	3.293	-0.00100	0.000	0.000	1	0
530416.313	4324237.534	3.293	-0.00079	0.000	0.000	1	0
530416.195	4324236.804	3.292	-0.00079	0.000	0.000	1	0
530416.135	4324236.377	3.292	-0.00079	0.000	0.000	1	0
530416.102	4324236.169	3.292	-0.00079	0.000	0.000	1	0
530416.044	4324235.744	3.292	-0.00079	0.000	0.000	1	0
530415.948	4324235.111	3.291	-0.00060	0.000	0.000	1	0
530415.852	4324234.469	3.291	-0.00060	0.000	0.000	1	0
530415.808	4324234.153	3.290	-0.00044	0.000	0.000	1	0
530415.761	4324233.839	3.290	-0.00044	0.000	0.000	1	0
530415.701	4324233.415	3.290	-0.00044	0.000	0.000	1	0
530415.654	4324233.100	3.290	-0.00044	0.000	0.000	1	0
530415.626	4324232.890	3.290	-0.00028	0.000	0.000	1	0
530415.593	4324232.684	3.289	-0.00028	0.000	0.000	1	0
530415.534	4324232.266	3.289	0.00003	0.000	0.000	1	0
530415.470	4324231.852	3.288	0.00003	0.000	0.000	1	0
530415.441	4324231.645	3.288	0.00003	0.000	0.000	1	0
530415.400	4324231.333	3.288	0.00003	0.000	0.000	1	0
530415.336	4324230.923	3.288	0.00003	0.000	0.000	1	0
530415.306	4324230.716	3.288	0.00034	0.000	0.000	1	0
