utm_x	utm_y	yaw	 roadwheelAngle	 speed	 angular_velocity_x	 y	 z	 linear_acc_x	 y	 z	 lat_err	 yaw_err	 longitude	 latitude
671446.343	3529293.133	2.089	0.319	7.231	0.012	-0.002	0.012	-0.080	0.983	0.016	0.000	0.000	118.8127413	31.8865451
671446.651	3529292.963	2.087	0.319	7.240	-0.020	-0.000	-0.020	-0.590	1.231	-0.836	0.000	0.000	118.8127445	31.8865435
671446.960	3529292.794	2.086	0.384	7.240	0.017	0.011	0.017	0.044	-0.350	-0.814	0.000	0.000	118.8127477	31.8865419
671446.960	3529292.794	2.086	0.389	7.240	-0.023	0.010	-0.023	-0.496	0.559	0.293	0.000	0.000	118.8127477	31.8865419
671447.270	3529292.624	2.085	0.398	7.335	0.012	-0.011	0.012	-0.312	0.131	0.500	0.000	0.000	118.8127510	31.8865403
671447.270	3529292.624	2.085	0.403	7.335	-0.047	-0.015	-0.047	-0.085	-0.004	0.781	0.000	0.000	118.8127510	31.8865403
671447.582	3529292.454	2.084	0.412	7.344	-0.007	-0.013	-0.007	-0.197	0.471	0.493	0.000	0.000	118.8127542	31.8865388
671447.895	3529292.285	2.082	0.417	7.344	-0.068	0.002	-0.068	0.179	-0.335	-0.299	0.000	0.000	118.8127575	31.8865372
671447.895	3529292.285	2.082	0.426	7.352	-0.001	0.005	-0.001	-0.202	0.738	-0.185	0.000	0.000	118.8127575	31.8865372
671448.208	3529292.116	2.080	0.431	7.370	-0.027	0.007	-0.027	0.202	-0.087	-1.207	0.000	0.000	118.8127608	31.8865356
671448.208	3529292.116	2.080	0.440	7.370	0.021	-0.018	0.021	-0.181	-0.338	-0.919	0.000	0.000	118.8127608	31.8865356
671448.522	3529291.946	2.078	0.444	7.370	-0.003	0.005	-0.003	-0.204	0.653	-0.045	0.000	0.000	118.8127641	31.8865340
671448.837	3529291.777	2.076	0.463	7.370	0.054	0.018	0.054	-0.368	0.813	0.794	0.000	0.000	118.8127674	31.8865325
671448.837	3529291.777	2.076	0.472	7.370	-0.021	0.016	-0.021	-0.351	0.578	0.499	0.000	0.000	118.8127674	31.8865325
671449.154	3529291.608	2.074	0.657	7.465	-0.001	0.010	-0.001	-0.391	0.506	0.760	0.000	0.000	118.8127707	31.8865309
671449.154	3529291.608	2.074	0.657	7.465	-0.005	0.010	-0.005	-0.041	-0.154	-0.024	0.000	0.000	118.8127707	31.8865309
671449.472	3529291.439	2.072	0.648	7.474	0.007	0.011	0.007	-0.296	0.518	0.332	0.000	0.000	118.8127740	31.8865293
671449.790	3529291.270	2.069	0.639	7.474	0.006	-0.012	0.006	-0.122	-0.182	-0.319	0.000	0.000	118.8127774	31.8865277
671449.790	3529291.270	2.069	0.634	7.483	0.025	-0.014	0.025	-0.739	1.092	-0.690	0.000	0.000	118.8127774	31.8865277
671450.110	3529291.102	2.067	0.630	7.483	0.017	-0.012	0.017	-0.585	-0.204	-0.882	0.000	0.000	118.8127807	31.8865262
671450.110	3529291.102	2.067	0.630	7.483	0.031	0.012	0.031	-0.542	0.313	0.384	0.000	0.000	118.8127807	31.8865262
671450.430	3529290.935	2.065	0.625	7.491	0.009	-0.006	0.009	-0.415	0.626	1.020	0.000	0.000	118.8127841	31.8865246
671450.752	3529290.768	2.063	0.625	7.491	-0.004	-0.001	-0.004	-0.168	0.479	1.026	0.000	0.000	118.8127874	31.8865231
671450.752	3529290.768	2.063	0.625	7.491	-0.014	-0.006	-0.014	0.045	0.029	0.346	0.000	0.000	118.8127874	31.8865231
671451.074	3529290.602	2.061	0.625	7.491	-0.048	0.011	-0.048	-0.118	0.465	0.787	0.000	0.000	118.8127908	31.8865215
671451.074	3529290.602	2.061	0.625	7.500	-0.011	0.009	-0.011	-0.166	0.118	0.283	0.000	0.000	118.8127908	31.8865215
671451.397	3529290.436	2.058	0.634	7.500	-0.010	0.005	-0.010	-0.137	0.197	-0.445	0.000	0.000	118.8127942	31.8865200
671451.720	3529290.271	2.056	0.634	7.569	0.002	-0.001	0.002	-0.789	0.260	-1.475	0.000	0.000	118.8127976	31.8865184
671451.720	3529290.271	2.056	0.583	7.569	0.014	-0.008	0.014	-0.286	0.158	-0.780	0.000	0.000	118.8127976	31.8865184
671452.045	3529290.106	2.053	0.583	7.578	-0.014	-0.009	-0.014	-0.779	0.754	1.271	0.000	0.000	118.8128010	31.8865169
671452.045	3529290.106	2.053	0.574	7.578	-0.015	0.002	-0.015	-0.333	0.501	0.742	0.000	0.000	118.8128010	31.8865169
671452.371	3529289.941	2.051	0.569	7.587	-0.023	-0.005	-0.023	-0.187	-0.204	-0.149	0.000	0.000	118.8128044	31.8865154
671452.698	3529289.777	2.050	0.565	7.595	-0.025	-0.006	-0.025	-0.380	0.248	-0.167	0.000	0.000	118.8128078	31.8865138
671452.698	3529289.777	2.050	0.560	7.595	-0.005	-0.014	-0.005	-0.110	-0.166	-0.328	0.000	0.000	118.8128078	31.8865138
671453.026	3529289.614	2.048	0.556	7.613	0.002	-0.009	0.002	-0.138	0.366	-0.491	0.000	0.000	118.8128113	31.8865123
671453.026	3529289.614	2.048	0.537	7.613	0.033	-0.011	0.033	-0.273	0.237	-0.568	0.000	0.000	118.8128113	31.8865123
671453.355	3529289.451	2.046	0.537	7.613	0.021	-0.010	0.021	-0.182	0.480	-0.516	0.000	0.000	118.8128147	31.8865108
671453.684	3529289.288	2.045	0.528	7.613	0.028	0.003	0.028	-0.427	0.455	0.479	0.000	0.000	118.8128182	31.8865093
671453.684	3529289.288	2.045	0.514	7.622	-0.015	-0.009	-0.015	-0.130	0.295	1.453	0.000	0.000	118.8128182	31.8865093
671454.015	3529289.125	2.045	0.204	7.622	-0.000	0.001	-0.000	-0.073	0.404	0.842	0.000	0.000	118.8128216	31.8865078
671454.015	3529289.125	2.045	0.204	7.622	-0.014	-0.017	-0.014	0.048	0.902	-0.121	0.000	0.000	118.8128216	31.8865078
671454.347	3529288.962	2.044	0.204	7.708	-0.011	-0.013	-0.011	0.040	-0.577	-0.468	0.000	0.000	118.8128251	31.8865062
671454.679	3529288.799	2.043	0.208	7.700	0.008	-0.010	0.008	0.095	0.925	-0.107	0.000	0.000	118.8128286	31.8865047
671454.679	3529288.799	2.043	0.213	7.700	0.044	0.008	0.044	0.017	-0.017	-0.365	0.000	0.000	118.8128286	31.8865047
671455.011	3529288.636	2.043	0.218	7.700	0.021	0.010	0.021	-0.141	0.944	-0.157	0.000	0.000	118.8128321	31.8865032
671455.011	3529288.636	2.043	0.227	7.700	0.035	0.014	0.035	-0.208	-0.027	0.136	0.000	0.000	118.8128321	31.8865032
671455.345	3529288.472	2.042	0.231	7.700	-0.028	-0.013	-0.028	-0.444	0.628	1.342	0.000	0.000	118.8128356	31.8865017
671455.679	3529288.309	2.041	0.245	7.700	0.009	-0.006	0.009	0.051	-0.005	0.548	0.000	0.000	118.8128391	31.8865002
671455.679	3529288.309	2.041	0.250	7.717	-0.004	0.011	-0.004	0.039	0.697	-0.081	0.000	0.000	118.8128391	31.8865002
671456.014	3529288.145	2.040	0.255	7.726	-0.018	0.012	-0.018	-0.197	0.031	0.017	0.000	0.000	118.8128426	31.8864986
671456.014	3529288.145	2.040	0.259	7.726	0.003	-0.016	0.003	-0.108	0.523	-0.082	0.000	0.000	118.8128426	31.8864986
671456.350	3529287.982	2.039	0.250	7.726	-0.010	-0.033	-0.010	-0.232	0.062	-1.251	0.000	0.000	118.8128461	31.8864971
671456.686	3529287.818	2.038	0.255	7.726	0.003	-0.015	0.003	-0.262	0.464	-0.548	0.000	0.000	118.8128496	31.8864956
671456.686	3529287.818	2.038	0.259	7.795	0.009	0.012	0.009	-0.256	0.261	-0.230	0.000	0.000	118.8128496	31.8864956
671457.023	3529287.655	2.037	0.264	7.795	-0.021	0.003	-0.021	-0.302	0.048	0.244	0.000	0.000	118.8128532	31.8864941
671457.023	3529287.655	2.037	0.264	7.804	-0.044	0.010	-0.044	-0.109	1.398	1.714	0.000	0.000	118.8128532	31.8864941
671457.362	3529287.491	2.036	0.269	7.812	-0.041	-0.006	-0.041	-0.184	-0.315	0.509	0.000	0.000	118.8128567	31.8864925
671457.700	3529287.325	2.035	0.278	7.812	-0.004	-0.001	-0.004	-0.034	-0.088	-0.292	0.000	0.000	118.8128603	31.8864910
671457.700	3529287.325	2.035	0.278	7.830	-0.015	-0.004	-0.015	-0.029	0.509	-0.509	0.000	0.000	118.8128603	31.8864910
671458.039	3529287.160	2.033	0.278	7.830	0.019	0.008	0.019	-0.126	0.151	-0.843	0.000	0.000	118.8128638	31.8864894
671458.039	3529287.160	2.033	0.282	7.830	0.029	-0.012	0.029	-0.567	-0.031	-1.637	0.000	0.000	118.8128638	31.8864894
671458.378	3529286.994	2.032	0.287	7.830	0.034	-0.003	0.034	-0.238	0.420	-0.236	0.000	0.000	118.8128674	31.8864879
671458.719	3529286.829	2.031	0.287	7.830	0.004	-0.018	0.004	-0.334	-0.121	0.333	0.000	0.000	118.8128710	31.8864864
671458.719	3529286.829	2.031	0.292	7.830	-0.002	-0.016	-0.002	-0.270	1.385	1.295	0.000	0.000	118.8128710	31.8864864
671459.061	3529286.665	2.030	0.292	7.908	-0.019	-0.004	-0.019	-0.172	-0.339	0.317	0.000	0.000	118.8128745	31.8864848
671459.061	3529286.665	2.030	0.375	7.908	-0.011	0.004	-0.011	-0.218	0.617	0.279	0.000	0.000	118.8128745	31.8864848
671459.403	3529286.500	2.029	0.375	7.917	0.028	-0.008	0.028	-0.132	0.028	0.226	0.000	0.000	118.8128781	31.8864833
671459.746	3529286.336	2.027	0.375	7.917	-0.004	-0.015	-0.004	-0.063	0.141	-0.143	0.000	0.000	118.8128817	31.8864817
671459.746	3529286.336	2.027	0.370	7.917	0.015	0.013	0.015	-0.224	-0.045	-0.487	0.000	0.000	118.8128817	31.8864817
671460.089	3529286.171	2.026	0.370	7.917	0.030	0.012	0.030	-0.517	1.075	0.426	0.000	0.000	118.8128853	31.8864802
671460.089	3529286.171	2.026	0.370	7.917	-0.003	-0.006	-0.003	-0.235	-0.039	0.233	0.000	0.000	118.8128853	31.8864802
671460.434	3529286.007	2.024	0.366	7.925	0.002	-0.003	0.002	-0.186	0.362	0.612	0.000	0.000	118.8128889	31.8864787
671460.780	3529285.843	2.023	0.366	7.925	-0.016	-0.010	-0.016	-0.028	-0.203	0.466	0.000	0.000	118.8128926	31.8864772
671460.780	3529285.843	2.023	0.366	7.925	-0.021	-0.002	-0.021	-0.099	0.404	0.608	0.000	0.000	118.8128926	31.8864772
671461.126	3529285.680	2.022	0.366	7.925	-0.022	-0.003	-0.022	0.034	-0.102	0.356	0.000	0.000	118.8128962	31.8864756
671461.126	3529285.680	2.022	0.366	7.925	0.011	-0.002	0.011	-0.261	0.010	-0.975	0.000	0.000	118.8128962	31.8864756
671461.472	3529285.516	2.020	0.384	7.925	0.021	-0.002	0.021	-0.286	0.612	-1.885	0.000	0.000	118.8128998	31.8864741
671461.820	3529285.353	2.019	0.384	7.986	0.018	0.002	0.018	-0.321	0.307	-0.393	0.000	0.000	118.8129035	31.8864726
671461.820	3529285.353	2.019	0.394	7.986	0.002	-0.001	0.002	-0.271	0.200	0.171	0.000	0.000	118.8129035	31.8864726
671462.168	3529285.190	2.017	0.394	8.003	-0.032	0.004	-0.032	-0.420	0.572	1.435	0.000	0.000	118.8129071	31.8864711
671462.168	3529285.190	2.017	0.403	8.003	-0.013	0.001	-0.013	-0.179	-0.016	0.667	0.000	0.000	118.8129071	31.8864711
671462.518	3529285.027	2.016	0.407	8.012	-0.025	-0.005	-0.025	-0.284	0.153	0.509	0.000	0.000	118.8129108	31.8864695
671462.868	3529284.864	2.014	0.407	8.012	-0.011	-0.014	-0.011	-0.207	0.321	0.022	0.000	0.000	118.8129145	31.8864680
671462.868	3529284.864	2.014	0.412	8.012	-0.014	-0.014	-0.014	-0.299	-0.064	-0.400	0.000	0.000	118.8129145	31.8864680
671463.219	3529284.702	2.012	0.412	8.012	0.032	-0.007	0.032	-0.535	-0.029	-1.723	0.000	0.000	118.8129181	31.8864665
671463.219	3529284.702	2.012	0.417	8.012	0.017	-0.005	0.017	-0.469	0.655	0.062	0.000	0.000	118.8129181	31.8864665
671463.570	3529284.541	2.011	0.417	8.021	0.017	-0.002	0.017	-0.022	0.240	0.205	0.000	0.000	118.8129218	31.8864650
671463.923	3529284.380	2.010	0.347	8.021	-0.040	-0.008	-0.040	-0.321	0.067	1.093	0.000	0.000	118.8129255	31.8864635
671463.923	3529284.380	2.010	0.347	8.021	-0.011	0.004	-0.011	0.068	1.018	0.836	0.000	0.000	118.8129255	31.8864635
671464.276	3529284.219	2.009	0.347	8.021	-0.014	0.001	-0.014	-0.063	-0.119	0.353	0.000	0.000	118.8129292	31.8864620
671464.276	3529284.219	2.009	0.343	8.090	-0.005	-0.007	-0.005	0.028	0.398	0.225	0.000	0.000	118.8129292	31.8864620
671464.630	3529284.059	2.007	0.343	8.090	0.022	-0.004	0.022	-0.270	-0.084	-1.092	0.000	0.000	118.8129329	31.8864605
671464.985	3529283.899	2.006	0.343	8.090	0.008	0.005	0.008	-0.193	0.449	-0.375	0.000	0.000	118.8129367	31.8864590
671464.985	3529283.899	2.006	0.343	8.090	0.005	-0.008	0.005	-0.379	0.475	-0.136	0.000	0.000	118.8129367	31.8864590
671465.341	3529283.740	2.004	0.343	8.090	0.003	-0.005	0.003	-0.203	0.299	0.160	0.000	0.000	118.8129404	31.8864575
671465.341	3529283.740	2.004	0.343	8.090	-0.007	-0.007	-0.007	-0.025	-0.003	0.249	0.000	0.000	118.8129404	31.8864575
671465.698	3529283.581	2.003	0.343	8.090	-0.026	0.004	-0.026	-0.287	0.640	0.865	0.000	0.000	118.8129441	31.8864560
671466.055	3529283.422	2.002	0.343	8.099	-0.015	0.004	-0.015	0.015	0.089	0.509	0.000	0.000	118.8129479	31.8864545
671466.055	3529283.422	2.002	0.343	8.099	-0.008	-0.012	-0.008	-0.325	0.152	-0.126	0.000	0.000	118.8129479	31.8864545
671466.414	3529283.263	2.001	0.343	8.099	0.014	-0.008	0.014	0.065	0.098	-0.862	0.000	0.000	118.8129516	31.8864530
671466.414	3529283.263	2.001	0.343	8.177	0.011	0.012	0.011	-0.061	0.307	-0.611	0.000	0.000	118.8129516	31.8864530
671466.772	3529283.104	1.999	0.227	8.177	0.022	0.017	0.022	-0.093	0.270	-0.113	0.000	0.000	118.8129554	31.8864516
671467.131	3529282.946	1.999	0.227	8.177	0.007	0.023	0.007	0.040	0.311	0.355	0.000	0.000	118.8129592	31.8864501
671467.131	3529282.946	1.999	0.227	8.194	-0.009	0.017	-0.009	-0.202	0.447	0.732	0.000	0.000	118.8129592	31.8864501
671467.492	3529282.787	1.998	0.227	8.194	-0.045	-0.003	-0.045	-0.272	0.680	0.360	0.000	0.000	118.8129630	31.8864486
671467.492	3529282.787	1.998	0.231	8.194	-0.001	-0.009	-0.001	-0.180	-0.049	-0.480	0.000	0.000	118.8129630	31.8864486
671467.853	3529282.628	1.997	0.231	8.194	0.002	-0.006	0.002	-0.383	0.068	-0.650	0.000	0.000	118.8129667	31.8864471
671468.214	3529282.470	1.996	0.231	8.194	0.023	-0.018	0.023	-0.276	0.363	-0.296	0.000	0.000	118.8129705	31.8864456
671468.214	3529282.470	1.996	0.231	8.212	0.023	-0.004	0.023	-0.242	0.512	0.552	0.000	0.000	118.8129705	31.8864456
671468.576	3529282.312	1.995	0.231	8.212	0.001	0.012	0.001	-0.042	0.408	0.867	0.000	0.000	118.8129743	31.8864441
671468.576	3529282.312	1.995	0.227	8.212	-0.015	0.027	-0.015	0.120	0.215	0.503	0.000	0.000	118.8129743	31.8864441
671468.939	3529282.154	1.994	0.227	8.203	-0.049	0.050	-0.049	-0.130	-0.056	0.197	0.000	0.000	118.8129781	31.8864427
671469.303	3529281.996	1.993	0.213	8.203	-0.004	0.016	-0.004	0.180	0.180	-0.550	0.000	0.000	118.8129820	31.8864412
671469.303	3529281.996	1.993	0.213	8.203	0.020	-0.000	0.020	-0.299	0.264	-0.181	0.000	0.000	118.8129820	31.8864412
671469.667	3529281.837	1.992	0.213	8.255	0.028	-0.007	0.028	-0.144	0.037	-0.650	0.000	0.000	118.8129858	31.8864397
671469.667	3529281.837	1.992	0.213	8.255	0.008	-0.002	0.008	-0.692	0.238	0.002	0.000	0.000	118.8129858	31.8864397
671470.031	3529281.679	1.991	0.213	8.255	0.018	-0.014	0.018	-0.482	0.213	0.251	0.000	0.000	118.8129896	31.8864382
671470.398	3529281.522	1.990	0.213	8.255	-0.011	-0.014	-0.011	-0.233	-0.016	0.387	0.000	0.000	118.8129934	31.8864367
671470.398	3529281.522	1.990	0.213	8.264	-0.015	-0.008	-0.015	-0.107	0.338	0.717	0.000	0.000	118.8129934	31.8864367
671470.764	3529281.365	1.990	0.213	8.264	-0.017	-0.003	-0.017	-0.038	-0.049	0.384	0.000	0.000	118.8129973	31.8864353
671470.764	3529281.365	1.990	0.208	8.273	0.008	-0.000	0.008	0.237	0.263	-0.280	0.000	0.000	118.8129973	31.8864353
671471.132	3529281.208	1.989	0.208	8.299	-0.016	-0.000	-0.016	0.049	0.419	-0.096	0.000	0.000	118.8130011	31.8864338
671471.499	3529281.051	1.988	0.208	8.299	0.016	-0.007	0.016	0.139	0.296	-0.601	0.000	0.000	118.8130050	31.8864323
671471.499	3529281.051	1.988	0.208	8.307	-0.002	-0.007	-0.002	-0.060	-0.177	-0.499	0.000	0.000	118.8130050	31.8864323
671471.866	3529280.893	1.987	0.315	8.351	0.019	0.000	0.019	-0.240	0.388	-0.437	0.000	0.000	118.8130089	31.8864308
671471.866	3529280.893	1.987	0.315	8.351	-0.007	0.013	-0.007	0.012	-0.056	-0.074	0.000	0.000	118.8130089	31.8864308
671472.235	3529280.736	1.986	0.324	8.351	-0.017	0.015	-0.017	-0.220	0.587	1.063	0.000	0.000	118.8130127	31.8864294
671472.604	3529280.579	1.984	0.338	8.351	-0.035	0.003	-0.035	-0.136	0.042	0.856	0.000	0.000	118.8130166	31.8864279
671472.604	3529280.579	1.984	0.338	8.359	-0.043	-0.040	-0.043	-0.327	-0.835	-0.428	0.000	0.000	118.8130166	31.8864279
671472.974	3529280.423	1.983	0.352	8.359	-0.003	-0.021	-0.003	-0.410	0.331	-0.877	0.000	0.000	118.8130205	31.8864264
671472.974	3529280.423	1.983	0.356	8.359	0.016	0.007	0.016	-0.183	-0.104	-1.110	0.000	0.000	118.8130205	31.8864264
671473.344	3529280.267	1.981	0.366	8.368	0.018	0.000	0.018	-0.464	0.290	-0.191	0.000	0.000	118.8130244	31.8864250
671473.715	3529280.111	1.980	0.370	8.368	0.022	0.001	0.022	-0.105	-0.112	-0.084	0.000	0.000	118.8130283	31.8864235
671473.715	3529280.111	1.980	0.370	8.368	-0.003	0.002	-0.003	-0.233	0.426	0.947	0.000	0.000	118.8130283	31.8864235
671474.087	3529279.956	1.978	0.375	8.368	0.012	0.001	0.012	-0.021	0.368	0.324	0.000	0.000	118.8130322	31.8864221
671474.087	3529279.956	1.978	0.380	8.368	-0.014	-0.002	-0.014	-0.028	0.478	0.218	0.000	0.000	118.8130322	31.8864221
671474.460	3529279.801	1.976	0.380	8.368	0.016	-0.013	0.016	-0.161	-0.319	-0.916	0.000	0.000	118.8130361	31.8864206
671474.833	3529279.646	1.974	0.380	8.438	0.016	-0.013	0.016	-0.161	-0.319	-0.916	0.000	0.000	118.8130400	31.8864192
671474.833	3529279.646	1.974	0.389	8.438	0.015	-0.000	0.015	-0.646	0.204	0.484	0.000	0.000	118.8130400	31.8864192
671475.207	3529279.492	1.973	0.389	8.438	0.004	0.002	0.004	0.006	0.611	0.285	0.000	0.000	118.8130439	31.8864177
671475.207	3529279.492	1.973	0.384	8.438	-0.064	0.032	-0.064	-0.894	0.102	2.058	0.000	0.000	118.8130439	31.8864177
671475.583	3529279.339	1.972	0.380	8.455	-0.029	-0.004	-0.029	-0.104	0.204	0.837	0.000	0.000	118.8130479	31.8864163
671475.959	3529279.185	1.970	0.380	8.455	-0.035	0.019	-0.035	0.193	-0.087	-0.632	0.000	0.000	118.8130518	31.8864148
671475.959	3529279.185	1.970	0.375	8.464	-0.019	0.023	-0.019	-0.193	0.271	-0.181	0.000	0.000	118.8130518	31.8864148
671476.335	3529279.031	1.968	0.375	8.472	0.001	0.009	0.001	-0.138	0.350	-0.284	0.000	0.000	118.8130558	31.8864134
671476.335	3529279.031	1.968	0.370	8.472	0.061	0.012	0.061	-0.691	0.508	0.533	0.000	0.000	118.8130558	31.8864134
671476.712	3529278.878	1.967	0.370	8.481	-0.004	0.007	-0.004	-0.425	0.622	0.502	0.000	0.000	118.8130597	31.8864119
671477.090	3529278.725	1.966	0.366	8.533	0.008	0.011	0.008	-0.272	0.420	0.397	0.000	0.000	118.8130637	31.8864105
671477.090	3529278.725	1.966	0.366	8.533	-0.005	0.010	-0.005	-0.062	-0.167	-0.408	0.000	0.000	118.8130637	31.8864105
671477.469	3529278.573	1.964	0.366	8.533	-0.002	0.010	-0.002	-0.227	0.360	-0.429	0.000	0.000	118.8130677	31.8864091
671477.469	3529278.573	1.964	0.361	8.524	0.015	0.002	0.015	-0.148	0.013	-0.628	0.000	0.000	118.8130677	31.8864091
671477.848	3529278.421	1.963	0.361	8.524	0.059	-0.000	0.059	-0.431	-0.256	-1.173	0.000	0.000	118.8130716	31.8864077
671478.228	3529278.270	1.961	0.366	8.524	0.053	-0.004	0.053	-0.291	0.061	-0.489	0.000	0.000	118.8130756	31.8864062
671478.228	3529278.270	1.961	0.370	8.533	0.046	0.008	0.046	-0.390	0.159	0.551	0.000	0.000	118.8130756	31.8864062
671478.608	3529278.119	1.959	0.370	8.533	-0.005	0.007	-0.005	-0.099	0.249	0.956	0.000	0.000	118.8130796	31.8864048
671478.608	3529278.119	1.959	0.370	8.533	-0.045	0.012	-0.045	-0.355	0.376	0.880	0.000	0.000	118.8130796	31.8864048
671478.991	3529277.968	1.958	0.384	8.533	-0.069	0.020	-0.069	-0.117	0.246	-0.262	0.000	0.000	118.8130836	31.8864034
671479.374	3529277.818	1.956	0.389	8.533	-0.039	0.005	-0.039	-0.104	0.206	-0.732	0.000	0.000	118.8130877	31.8864020
671479.374	3529277.818	1.956	0.394	8.542	-0.014	0.008	-0.014	-0.349	0.141	-1.800	0.000	0.000	118.8130877	31.8864020
671479.757	3529277.669	1.954	0.403	8.542	0.008	0.003	0.008	-0.617	-0.143	-0.772	0.000	0.000	118.8130917	31.8864006
671479.757	3529277.669	1.954	0.407	8.602	0.007	0.008	0.007	-0.535	0.209	0.645	0.000	0.000	118.8130917	31.8864006
671480.141	3529277.521	1.952	0.500	8.602	-0.012	-0.016	-0.012	-0.577	0.125	0.743	0.000	0.000	118.8130957	31.8863992
671480.526	3529277.373	1.950	0.500	8.611	-0.016	-0.000	-0.016	-0.090	0.101	-0.275	0.000	0.000	118.8130998	31.8863978
671480.526	3529277.373	1.950	0.495	8.611	-0.014	0.005	-0.014	0.082	0.114	-0.697	0.000	0.000	118.8130998	31.8863978
671480.912	3529277.227	1.948	0.486	8.611	-0.012	0.014	-0.012	-0.338	0.451	-0.983	0.000	0.000	118.8131038	31.8863964
671480.912	3529277.227	1.948	0.477	8.611	0.001	-0.002	0.001	-0.149	0.225	-0.411	0.000	0.000	118.8131038	31.8863964
671481.299	3529277.080	1.946	0.472	8.611	0.019	-0.015	0.019	-0.658	0.154	-1.055	0.000	0.000	118.8131079	31.8863950
671481.686	3529276.934	1.944	0.472	8.611	0.045	-0.024	0.045	-0.522	-0.008	-0.982	0.000	0.000	118.8131119	31.8863937
671481.686	3529276.934	1.944	0.468	8.611	0.023	-0.009	0.023	-0.469	0.447	0.370	0.000	0.000	118.8131119	31.8863937
671482.075	3529276.789	1.942	0.468	8.620	0.025	-0.017	0.025	-0.322	0.202	0.571	0.000	0.000	118.8131160	31.8863923
671482.075	3529276.789	1.942	0.468	8.620	-0.008	-0.023	-0.008	-0.400	0.175	0.760	0.000	0.000	118.8131160	31.8863923
671482.464	3529276.645	1.940	0.472	8.620	-0.016	-0.017	-0.016	0.124	-0.029	-0.454	0.000	0.000	118.8131201	31.8863909
671482.853	3529276.501	1.938	0.500	8.620	0.025	-0.002	0.025	-0.527	0.401	-1.554	0.000	0.000	118.8131242	31.8863896
671482.853	3529276.501	1.938	0.500	8.620	0.012	-0.002	0.012	-0.138	-0.183	-0.910	0.000	0.000	118.8131242	31.8863896
671483.243	3529276.358	1.936	0.500	8.681	0.042	-0.000	0.042	-0.288	0.146	-0.647	0.000	0.000	118.8131283	31.8863882
671483.243	3529276.358	1.936	0.500	8.681	0.024	-0.010	0.024	-1.261	0.005	0.731	0.000	0.000	118.8131283	31.8863882
671483.634	3529276.216	1.934	0.500	8.681	0.019	-0.018	0.019	-0.280	0.782	0.677	0.000	0.000	118.8131324	31.8863869
671484.026	3529276.074	1.932	0.495	8.681	-0.021	-0.010	-0.021	-0.177	-0.229	0.734	0.000	0.000	118.8131365	31.8863856
671484.026	3529276.074	1.932	0.495	8.689	-0.015	-0.009	-0.015	-0.066	-0.346	-0.155	0.000	0.000	118.8131365	31.8863856
671484.418	3529275.933	1.930	0.495	8.707	-0.029	-0.006	-0.029	-0.424	0.360	-0.226	0.000	0.000	118.8131406	31.8863842
671484.418	3529275.933	1.930	0.491	8.707	0.018	-0.002	0.018	-0.189	-0.376	-1.830	0.000	0.000	118.8131406	31.8863842
671484.810	3529275.793	1.928	0.491	8.707	-0.000	0.000	-0.000	-0.341	0.240	-0.623	0.000	0.000	118.8131448	31.8863829
671485.202	3529275.653	1.926	0.481	8.707	0.032	-0.002	0.032	-0.230	-0.026	0.003	0.000	0.000	118.8131489	31.8863816
671485.202	3529275.653	1.926	0.481	8.715	-0.010	-0.009	-0.010	-0.341	0.108	0.200	0.000	0.000	118.8131489	31.8863816
671485.595	3529275.514	1.924	0.486	8.715	-0.013	0.004	-0.013	-0.423	0.623	0.503	0.000	0.000	118.8131530	31.8863803
671485.595	3529275.514	1.924	0.486	8.715	-0.030	-0.002	-0.030	-0.331	-0.579	0.488	0.000	0.000	118.8131530	31.8863803
671485.988	3529275.376	1.922	0.481	8.707	-0.037	-0.006	-0.037	-0.132	-0.088	-0.174	0.000	0.000	118.8131571	31.8863790
671486.380	3529275.239	1.920	0.472	8.707	-0.017	-0.007	-0.017	-0.348	-0.580	-0.618	0.000	0.000	118.8131612	31.8863777
671486.380	3529275.239	1.920	0.468	8.698	0.032	0.014	0.032	-0.234	-0.012	-0.371	0.000	0.000	118.8131612	31.8863777
671486.773	3529275.102	1.918	0.468	8.698	0.014	0.009	0.014	-0.381	0.087	0.124	0.000	0.000	118.8131654	31.8863764
671486.773	3529275.102	1.918	0.468	8.689	0.023	0.006	0.023	-0.244	0.052	0.378	0.000	0.000	118.8131654	31.8863764
671487.165	3529274.966	1.916	0.468	8.681	-0.016	0.020	-0.016	-0.596	-0.384	0.195	0.000	0.000	118.8131695	31.8863751
671487.558	3529274.831	1.915	0.468	8.681	0.008	0.011	0.008	-0.275	0.028	0.298	0.000	0.000	118.8131736	31.8863738
671487.558	3529274.831	1.915	0.472	8.681	-0.009	0.017	-0.009	-0.129	-0.471	-0.188	0.000	0.000	118.8131736	31.8863738
671487.951	3529274.696	1.913	0.472	8.681	-0.032	0.011	-0.032	-0.390	0.314	0.483	0.000	0.000	118.8131778	31.8863725
671487.951	3529274.696	1.913	0.477	8.681	-0.029	-0.007	-0.029	-0.366	-0.701	-0.169	0.000	0.000	118.8131778	31.8863725
671488.344	3529274.562	1.910	0.486	8.681	0.021	0.021	0.021	-0.553	-0.031	0.133	0.000	0.000	118.8131819	31.8863713
671488.737	3529274.428	1.908	0.486	8.672	-0.005	0.009	-0.005	-0.293	0.418	0.496	0.000	0.000	118.8131860	31.8863700
